,0
0,286
1,1447
2,199
3,1020
4,61
5,1617
6,1253
7,1514
8,703
9,66
10,1814
11,1393
12,461
13,866
14,545
15,135
16,850
17,1515
18,250
19,618
20,1478
21,639
22,504
23,237
24,1903
25,1761
26,1483
27,96
28,166
29,604
30,509
31,95
32,244
33,1348
34,1347
35,1075
36,1233
37,172
38,1634
39,333
40,1257
41,824
42,1863
43,50
44,1269
45,1502
46,1540
47,1805
48,734
49,583
50,959
51,1285
52,905
53,284
54,854
55,1724
56,92
57,1102
58,432
59,1234
60,733
61,1589
62,147
63,1915
64,1386
65,1777
66,108
67,600
68,381
69,501
70,264
71,706
72,322
73,347
74,1240
75,1547
76,216
77,1092
78,498
79,74
80,64
81,271
82,806
83,1000
84,209
85,1754
86,377
87,101
88,1885
89,655
90,1441
91,1506
92,647
93,1629
94,1647
95,1570
96,777
97,1046
98,407
99,633
100,412
101,372
102,681
103,591
104,1252
105,1002
106,370
107,252
108,1832
109,585
110,1299
111,1273
112,1909
113,156
114,280
115,289
116,1789
117,1397
118,1664
119,196
120,1910
121,730
122,491
123,575
124,383
125,934
126,1862
127,358
128,966
129,1333
130,1875
131,537
132,1207
133,1283
134,705
135,1152
136,980
137,118
138,1601
139,396
140,674
141,1073
142,1838
143,405
144,154
145,541
146,1821
147,37
148,1686
149,1216
150,1913
151,978
152,357
153,880
154,1734
155,1394
156,797
157,1908
158,35
159,300
160,290
161,1091
162,698
163,1620
164,1545
165,551
166,751
167,46
168,856
169,297
170,200
171,1839
172,427
173,1517
174,343
175,152
176,22
177,758
178,330
179,1039
180,1322
181,1157
182,1332
183,494
184,1581
185,474
186,1315
187,904
188,1258
189,482
190,1279
191,309
192,837
193,788
194,301
195,1518
196,392
197,1713
198,680
199,181
200,187
201,394
202,1568
203,1668
204,731
205,1308
206,1043
207,682
208,881
209,664
210,1480
211,531
212,1640
213,1784
214,79
215,490
216,587
217,1449
218,671
219,928
220,1076
221,1887
222,38
223,1704
224,32
225,1006
226,1143
227,1424
228,513
229,177
230,351
231,1471
232,1414
233,1519
234,1019
235,1214
236,914
237,1526
238,1579
239,631
240,1667
241,672
242,1066
243,753
244,1277
245,1829
246,235
247,1045
248,314
249,883
250,1816
251,1695
252,68
253,404
254,1679
255,825
256,1462
257,1089
258,197
259,1537
260,1525
261,53
262,1016
263,1198
264,1427
265,1699
266,1248
267,1666
268,434
269,673
270,1044
271,52
272,349
273,487
274,338
275,1725
276,140
277,1164
278,1759
279,1663
280,1736
281,1671
282,1083
283,1380
284,1812
285,1801
286,63
287,1463
288,73
289,1833
290,1657
291,120
292,1203
293,476
294,728
295,1769
296,1024
297,1690
298,188
299,1701
300,1212
301,736
302,410
303,266
304,65
305,1557
306,208
307,1293
308,1432
309,1226
310,962
311,685
312,288
313,893
314,1712
315,1658
316,362
317,261
318,1823
319,999
320,684
321,1416
322,31
323,812
324,479
325,668
326,419
327,839
328,453
329,1733
330,1325
331,738
332,1338
333,669
334,10
335,1445
336,456
337,1779
338,376
339,1778
340,1841
341,1451
342,1323
343,1612
344,282
345,274
346,174
347,303
348,1466
349,1669
350,1684
351,1166
352,665
353,636
354,594
355,1396
356,433
357,1616
358,1017
359,974
360,99
361,481
362,450
363,1860
364,385
365,1455
366,951
367,944
368,1241
369,1900
370,1292
371,464
372,987
373,717
374,1553
375,1255
376,1905
377,155
378,1566
379,829
380,201
381,262
