,0
0,701
1,1621
2,668
3,1890
4,1409
5,1511
6,1249
7,897
8,1610
9,150
10,193
11,1587
12,1008
13,1876
14,772
15,438
16,410
17,1294
18,893
19,362
20,93
21,1166
22,581
23,416
24,1455
25,98
26,1297
27,456
28,1148
29,1241
30,1708
31,1217
32,436
33,1445
34,460
35,614
36,311
37,1479
38,958
39,227
40,1900
41,1432
42,725
43,1135
44,594
45,261
46,1416
47,1799
48,1406
49,1541
50,1419
51,1878
52,1613
53,219
54,794
55,598
56,1652
57,1403
58,1037
59,4
60,324
61,1451
62,1659
63,1786
64,634
65,939
66,846
67,1246
68,1845
69,1551
70,805
71,1338
72,1689
73,707
74,306
75,1293
76,1074
77,1907
78,1226
79,1154
80,1284
81,5
82,695
83,685
84,1897
85,1512
86,532
87,1168
88,1758
89,268
90,1680
91,267
92,378
93,272
94,353
95,28
96,1320
97,45
98,621
99,1204
100,1707
101,1139
102,147
103,78
104,429
105,89
106,484
107,1706
108,260
109,57
110,162
111,1700
112,1073
113,952
114,209
115,575
116,211
117,1828
118,1573
119,1457
120,1238
121,775
122,1526
123,213
124,842
125,1793
126,1830
127,1709
128,1197
129,239
130,536
131,1301
132,12
133,830
134,1729
135,142
136,1383
137,1327
138,1585
139,320
140,245
141,1589
142,655
143,607
144,400
145,1265
146,984
147,1756
148,895
149,407
150,1653
151,1725
152,6
153,1399
154,956
155,1792
156,1188
157,446
158,789
159,1885
160,1016
161,1796
162,595
163,1287
164,994
165,902
166,1817
167,264
168,1825
169,720
170,1261
171,1744
172,1002
173,1763
174,61
175,661
176,691
177,1058
178,1218
179,105
180,603
181,1520
182,258
183,1362
184,107
185,403
186,401
187,241
188,1167
189,383
190,1022
191,1214
192,732
193,1904
194,545
195,1111
196,1215
197,1906
198,791
199,552
200,1006
201,1252
202,816
203,90
204,17
205,1849
206,995
207,84
208,1262
209,52
210,235
211,231
212,824
213,804
214,808
215,1493
216,1116
217,1868
218,357
219,244
220,425
221,762
222,703
223,177
224,888
225,706
226,1356
227,751
228,343
229,452
230,304
231,870
232,1391
233,609
234,115
235,103
236,263
237,809
238,854
239,559
240,1346
241,1548
242,1036
243,1194
244,1236
245,397
246,1040
247,129
248,1599
249,935
250,1914
251,1426
252,422
253,1280
254,821
255,48
256,1685
257,640
258,1902
259,1454
260,996
261,1625
262,119
263,404
264,726
265,199
266,1091
267,641
268,590
269,1110
270,101
271,1372
272,551
273,1720
274,1302
275,350
276,702
277,988
278,1337
279,95
280,628
281,704
282,588
283,838
284,505
285,367
286,1646
287,1176
288,1497
289,1575
290,1145
291,1114
292,1713
293,1087
294,160
295,1467
296,519
297,1495
298,56
299,1106
300,351
301,490
302,836
303,140
304,1838
305,454
306,1298
307,1279
308,1123
309,363
310,1441
311,566
312,315
313,1772
314,1782
315,1129
316,676
317,1821
318,1665
319,1741
320,1335
321,1837
322,305
323,1393
324,1847
325,74
326,730
327,1812
328,1392
329,196
330,619
331,915
332,1650
333,1274
334,675
335,601
336,172
337,1602
338,156
339,283
340,1206
341,757
342,468
343,1813
344,1844
345,1108
346,287
347,1803
348,1354
349,784
350,961
351,1530
352,1080
353,807
354,1836
355,1355
356,339
357,892
358,653
359,1291
360,202
361,1516
362,1026
363,1083
364,1656
365,799
366,1247
367,1018
368,11
369,1824
370,1754
371,207
372,882
373,247
374,1833
375,1559
376,123
377,510
378,1552
379,1059
380,271
381,1639
