,0
0,768
1,962
2,776
3,953
4,1146
5,1235
6,201
7,453
8,1132
9,9
10,1278
11,624
12,1781
13,481
14,1064
15,1531
16,1360
17,1594
18,31
19,274
20,398
21,296
22,717
23,155
24,466
25,473
26,1282
27,1850
28,1567
29,796
30,335
31,1103
32,385
33,111
34,1643
35,579
36,1628
37,528
38,1401
39,1860
40,1319
41,1604
42,497
43,59
44,259
45,1051
46,593
47,1196
48,1370
49,780
50,508
51,659
52,740
53,158
54,433
55,1716
56,1390
57,1778
58,83
59,1212
60,1871
61,1138
62,1851
63,973
64,636
65,14
66,722
67,871
68,767
69,1381
70,1378
71,1809
72,645
73,496
74,1905
75,1693
76,1507
77,623
78,1684
79,1496
80,99
81,1107
82,1428
83,1292
84,495
85,179
86,705
87,1697
88,781
89,1861
90,1142
91,1307
92,1609
93,364
94,562
95,77
96,491
97,465
98,527
99,868
100,1275
101,1382
102,905
103,1098
104,546
105,1794
106,1746
107,1894
108,981
109,1461
110,16
111,1414
112,1258
113,1510
114,654
115,1722
116,1854
117,968
118,1211
119,1198
120,930
121,1048
122,983
123,1873
124,639
125,522
126,861
127,734
128,991
129,1702
130,54
131,186
132,1415
133,424
134,29
135,321
136,492
137,161
138,210
139,955
140,682
141,535
142,431
143,677
144,793
145,1140
146,138
147,765
148,116
149,690
150,96
151,1505
152,631
153,931
154,1683
155,1521
156,692
157,294
158,500
159,494
160,154
161,1417
162,1661
163,815
164,1464
165,389
166,1484
167,604
168,212
169,181
170,1586
171,134
172,1221
173,534
174,204
175,531
176,1533
177,1517
178,1187
179,1622
180,990
181,1800
182,1174
183,853
184,1480
185,30
186,415
187,1667
188,948
189,1843
190,1478
191,1568
192,992
193,216
194,923
195,856
196,863
197,587
198,1814
199,167
200,1052
201,646
202,1601
203,1237
204,1400
205,409
206,1137
207,1588
208,1257
209,67
210,0
211,1092
212,1422
213,165
214,1867
215,907
216,1804
217,1463
218,1021
219,933
220,375
221,840
222,878
223,786
224,358
225,568
226,947
227,414
228,689
229,1343
230,1736
231,1041
232,524
233,120
234,432
235,852
236,1870
237,1425
238,344
239,503
240,176
241,1644
242,921
243,60
244,233
245,1775
246,1170
247,1623
248,1063
249,338
250,1339
251,1075
252,1504
253,1373
254,615
255,835
256,1596
257,236
258,191
259,1487
260,756
261,1874
262,391
263,42
264,1234
265,681
266,334
267,876
268,37
269,1485
270,187
271,1028
272,41
273,1660
274,1223
275,818
276,899
277,1363
278,1144
279,1606
280,370
281,345
282,1001
283,1769
284,277
285,617
286,1840
287,1096
288,489
289,1839
290,523
291,1128
292,1728
293,1607
294,203
295,855
296,342
297,1615
298,1285
299,937
300,276
301,1042
302,672
303,719
304,22
305,1384
306,1453
307,62
308,1518
309,1047
310,926
311,1207
312,938
313,1473
314,194
315,1715
316,50
317,1760
318,1808
319,1768
320,1421
321,1124
322,448
323,866
324,1896
325,392
326,1365
327,1627
328,857
329,1805
330,256
331,66
332,82
333,1755
334,1
335,683
336,125
337,1152
338,451
339,1200
340,698
341,877
342,612
343,1776
344,1134
345,1429
346,1795
347,1857
348,394
349,542
350,1797
351,23
352,1233
353,1195
354,146
355,1056
356,1333
357,1254
358,64
359,1326
360,1710
361,1535
362,592
363,1115
364,1376
365,764
366,1554
367,1244
368,1807
369,1748
370,959
371,80
372,1718
373,1178
374,1675
375,1264
376,1672
377,1489
378,1657
379,151
380,1163
381,745
