,0
0,1655
1,27
2,859
3,1171
4,1490
5,1595
6,1476
7,965
8,1494
9,632
10,1472
11,936
12,206
13,1038
14,282
15,1341
16,457
17,7
18,1025
19,1645
20,1084
21,563
22,1305
23,839
24,255
25,684
26,455
27,464
28,875
29,736
30,208
31,1411
32,1566
33,941
34,254
35,898
36,1321
37,91
38,459
39,802
40,55
41,1118
42,533
43,472
44,281
45,198
46,373
47,1173
48,1872
49,1673
50,226
51,1239
52,310
53,561
54,663
55,669
56,1616
57,713
58,851
59,1880
60,553
61,1852
62,1730
63,110
64,1328
65,69
66,393
67,1779
68,100
69,323
70,1762
71,1603
72,1208
73,1528
74,445
75,1753
76,708
77,1883
78,175
79,1295
80,1618
81,843
82,1583
83,1325
84,678
85,1424
86,1477
87,1093
88,148
89,826
90,942
91,699
92,688
93,1668
94,1131
95,478
96,790
97,922
98,112
99,1674
100,782
101,126
102,971
103,883
104,1222
105,1631
106,760
107,136
108,758
109,356
110,1591
111,1232
112,1864
113,1330
114,275
115,278
116,1029
117,359
118,1542
119,75
120,657
121,1113
122,106
123,135
124,1560
125,1019
126,382
127,318
128,577
129,651
130,1469
131,1488
132,1013
133,1427
134,1563
135,1070
136,596
137,164
138,214
139,1649
140,1348
141,1446
142,1523
143,1745
144,1081
145,1611
146,890
147,1866
148,925
149,652
150,638
151,834
152,1099
153,237
154,384
155,649
156,1738
157,1543
158,841
159,980
160,462
161,477
162,1243
163,1444
164,813
165,475
166,368
167,1863
168,1185
169,319
170,482
171,578
172,1664
173,1283
174,1671
175,788
176,763
177,1620
178,380
179,1460
180,1869
181,1600
182,1120
183,731
184,145
185,1865
186,723
187,600
188,1082
189,1172
190,133
191,1892
192,943
193,412
194,200
195,858
196,1141
197,648
198,989
199,737
200,418
201,1186
202,929
203,1191
204,286
205,1078
206,844
207,530
208,860
209,113
210,132
211,1149
212,642
213,1855
214,1437
215,1452
216,886
217,1180
218,975
219,608
220,1757
221,1229
222,977
223,976
224,724
225,1272
226,253
227,1088
228,486
229,1085
230,1832
231,1090
232,516
233,982
234,1740
235,515
236,1225
237,1347
238,1181
239,906
240,1539
241,811
242,331
243,555
244,1433
245,998
246,1076
247,25
248,658
249,573
250,289
251,249
252,712
253,1525
254,1442
255,828
256,1562
257,1777
258,569
259,1039
260,1267
261,1537
262,660
263,192
264,1077
265,674
266,298
267,1155
268,650
269,643
270,1820
271,1336
272,514
273,558
274,38
275,753
276,1240
277,1364
278,963
279,336
280,143
281,1556
282,1538
283,787
284,1491
285,1815
286,1687
287,366
288,1379
289,1640
290,1576
291,1681
292,1263
293,355
294,1150
295,131
296,1811
297,1227
298,180
299,1555
300,874
301,849
302,449
303,24
304,801
305,173
306,928
307,1831
308,1592
309,919
310,139
311,880
312,461
313,1117
314,709
315,190
316,1065
317,487
318,806
319,1624
320,1546
321,752
322,1848
323,540
324,44
325,58
326,1299
327,1634
328,1519
329,733
330,1069
331,1826
332,1735
333,1067
334,940
335,313
336,969
337,1260
338,189
339,1853
340,543
341,79
342,911
343,1663
344,1608
345,295
346,308
347,1579
348,1651
349,153
350,1677
351,427
352,35
353,1598
354,1209
355,229
356,386
357,1268
358,109
359,26
360,739
361,1834
362,224
363,537
364,750
365,825
366,785
367,157
368,1626
369,1508
370,499
371,437
372,1698
373,349
374,330
375,92
376,1889
377,1569
378,483
379,1695
380,637
381,1691
