,0
0,266
1,987
2,685
3,1747
4,1051
5,1501
6,1121
7,701
8,1845
9,155
10,901
11,1708
12,1886
13,1613
14,1621
15,974
16,450
17,1055
18,1292
19,1509
20,1900
21,696
22,1297
23,1196
24,729
25,1004
26,917
27,97
28,1701
29,1148
30,31
31,1282
32,645
33,1103
34,1798
35,379
36,1389
37,1682
38,767
39,497
40,1564
41,1612
42,1496
43,1893
44,1818
45,257
46,1451
47,222
48,65
49,1294
50,47
51,918
52,1850
53,1403
54,1851
55,1054
56,279
57,324
58,1733
59,223
60,227
61,117
62,1064
63,1375
64,967
65,829
66,1659
67,582
68,973
69,479
70,794
71,473
72,999
73,238
74,1786
75,111
76,1428
77,185
78,9
79,581
80,1628
81,1614
82,614
83,1401
84,722
85,1860
86,1810
87,695
88,985
89,939
90,248
91,447
92,667
93,897
94,303
95,1907
96,1409
97,1416
98,426
99,5
100,481
101,98
102,1304
103,1871
104,993
105,1551
106,1012
107,893
108,387
109,1594
110,520
111,574
112,1161
113,311
114,1669
115,399
116,1374
117,1323
118,1147
119,1156
120,1876
121,822
122,1809
123,1658
124,1296
125,962
126,796
127,385
128,1799
129,1319
130,924
131,10
132,1878
133,59
134,511
135,1879
136,1877
137,93
138,1413
139,805
140,1037
141,556
142,725
143,1553
144,953
145,776
146,121
147,1529
148,1654
149,593
150,746
151,1381
152,1498
153,1912
154,495
155,1226
156,1331
157,168
158,219
159,665
160,302
161,1154
162,1712
163,1790
164,1716
165,1310
166,158
167,814
168,1899
169,1049
170,1531
171,1249
172,1632
173,932
174,944
175,1396
176,1284
177,1388
178,594
179,1455
180,335
181,624
182,456
183,1652
184,14
185,1689
186,81
187,768
188,1371
189,958
190,1841
191,1781
192,306
193,274
194,1897
195,496
196,83
197,433
198,579
199,39
200,964
201,362
202,812
203,346
204,1705
205,846
206,1610
207,717
208,668
209,1406
210,163
211,1003
212,1819
213,1561
214,122
215,1419
216,467
217,1859
218,1605
219,1587
220,1678
221,1132
222,687
223,636
224,438
225,1511
226,1276
227,1557
228,1507
229,1443
230,1370
231,623
232,780
233,659
234,1445
235,1541
236,327
237,773
238,70
239,1074
240,951
241,4
242,188
243,707
244,738
245,1050
246,262
247,1278
248,1430
249,1338
250,871
251,508
252,1410
253,1235
254,150
255,410
256,1432
257,1124
258,1143
259,817
260,1291
261,1420
262,1838
263,1676
264,914
265,884
266,1806
267,440
268,1885
269,357
270,536
271,1715
272,103
273,706
274,1683
275,1718
276,409
277,454
278,395
279,1245
280,360
281,1163
282,513
283,1767
284,1028
285,161
286,847
287,714
288,490
289,1837
290,1518
291,1353
292,1761
293,956
294,428
295,271
296,1153
297,727
298,231
299,1788
300,1306
301,1547
302,910
303,732
304,835
305,900
306,1289
307,1836
308,933
309,1914
310,1279
311,1532
312,141
313,1041
314,521
315,1743
316,1351
317,1162
318,205
319,1333
320,1794
321,1189
322,808
323,1380
324,673
325,1195
326,1457
327,1639
328,575
329,430
330,1238
331,256
332,485
333,762
334,1422
335,1363
336,791
337,1266
338,1623
339,314
340,1151
341,1627
342,196
343,1896
344,1355
345,23
346,512
347,950
348,568
349,1796
350,1749
351,1140
352,1759
353,1033
354,908
355,230
356,968
357,1415
358,544
359,63
360,1357
361,294
362,585
363,1746
364,45
