,0
0,229
1,391
2,357
3,63
4,439
5,1589
6,54
7,116
8,1348
9,604
10,101
11,1624
12,863
13,1796
14,716
15,920
16,1843
17,691
18,44
19,1202
20,1137
21,141
22,125
23,592
24,753
25,490
26,156
27,1269
28,1483
29,1570
30,1552
31,1826
32,247
33,396
34,1342
35,912
36,349
37,1309
38,29
39,1537
40,1452
41,1019
42,244
43,502
44,1343
45,166
46,627
47,307
48,1804
49,935
50,366
51,276
52,750
53,172
54,332
55,1085
56,524
57,1887
58,118
59,147
60,607
61,727
62,1468
63,159
64,1450
65,1160
66,1473
67,180
68,140
69,1644
70,60
71,1434
72,301
73,1506
74,552
75,510
76,1040
77,1440
78,832
79,80
80,1089
81,425
82,1527
83,232
84,162
85,1277
86,995
87,895
88,885
89,165
90,1615
91,1189
92,1030
93,915
94,1497
95,1355
96,359
97,960
98,1259
99,1265
100,527
101,1397
102,92
103,1315
104,705
105,1133
106,367
107,1194
108,1734
109,1044
110,1475
111,1247
112,90
113,1421
114,1785
115,1543
116,153
117,790
118,329
119,1526
120,1153
121,1827
122,608
123,700
124,710
125,1073
126,151
127,770
128,1524
129,211
130,1586
131,1670
132,210
133,1351
134,682
135,300
136,926
137,840
138,1607
139,1081
140,1039
141,856
142,1521
143,1069
144,267
145,545
146,406
147,1113
148,1048
149,1185
150,199
151,1423
152,308
153,1237
154,1522
155,109
156,1580
157,421
158,1096
159,1256
160,864
161,429
162,1661
163,952
164,1913
165,1911
166,720
167,142
168,766
169,1726
170,181
171,830
172,611
173,1199
174,672
175,1646
176,1068
177,1687
178,777
179,1058
180,1382
181,1763
182,1043
183,1002
184,1053
185,732
186,1813
187,202
188,1357
189,845
190,1392
191,613
192,164
193,451
194,286
195,625
196,1889
197,292
198,671
199,512
200,1057
201,94
202,549
203,506
204,293
205,203
206,339
207,689
208,876
209,1519
210,1806
211,1144
212,824
213,1100
214,1067
215,148
216,642
217,1805
218,882
219,1229
220,1006
221,1657
222,1018
223,246
224,670
225,1792
226,1258
227,641
228,1151
229,24
230,1540
231,931
232,1660
233,586
234,1324
235,1745
236,1681
237,1092
238,971
239,434
240,1856
241,792
242,1572
243,1
244,216
245,343
246,1183
247,905
248,372
249,1332
250,933
251,1717
252,1769
253,1253
254,1444
255,1365
256,1240
257,482
258,1327
259,269
260,263
261,1300
262,988
263,170
264,1590
265,1758
266,435
267,1028
268,114
269,577
270,1429
271,1721
272,154
273,1623
274,734
275,1707
276,338
277,548
278,241
279,235
280,1608
281,1749
282,523
283,407
284,1086
285,779
286,1739
287,1627
288,1505
289,539
290,1329
291,1502
292,394
293,560
294,298
295,628
296,26
297,796
298,805
299,1511
300,193
301,949
302,98
303,1054
304,897
305,773
306,163
307,1249
308,14
309,848
310,1731
311,1331
312,1819
313,579
314,951
315,481
316,1786
317,248
318,379
319,1135
320,1038
321,1872
322,27
323,1374
324,932
325,1148
326,1850
327,814
328,221
329,445
330,4
331,944
332,1541
333,1678
334,1841
335,1049
336,496
337,708
338,1509
339,1217
340,645
341,1292
342,262
343,1557
344,1445
345,1147
346,1529
347,918
348,185
349,438
350,1859
351,110
352,1604
353,65
354,1890
355,1673
356,1050
357,1658
358,1595
359,1166
360,1912
361,1472
362,208
363,1061
364,459
365,453
366,238
367,974
368,632
369,962
370,168
371,843
372,1276
373,1630
374,9
375,1146
376,1490
377,255
378,695
379,1835
380,1328
381,426
