,0
0,1032
1,1185
2,233
3,131
4,413
5,406
6,1848
7,1510
8,1114
9,1357
10,28
11,1639
12,1162
13,1861
14,1721
15,1011
16,1500
17,105
18,894
19,691
20,1537
21,347
22,1093
23,1627
24,758
25,714
26,1765
27,1492
28,1884
29,1187
30,1723
31,870
32,1446
33,872
34,575
35,1713
36,806
37,753
38,291
39,1287
40,1203
41,214
42,1280
43,1898
44,247
45,955
46,1794
47,1420
48,21
49,1487
50,487
51,1555
52,1265
53,1087
54,243
55,698
56,1812
57,1435
58,1001
59,591
60,61
61,1825
62,1439
63,783
64,1082
65,1461
66,1589
67,1028
68,1626
69,1133
70,1717
71,1785
72,350
73,655
74,1481
75,1497
76,988
77,420
78,815
79,71
80,144
81,1383
82,1307
83,719
84,861
85,66
86,690
87,1874
88,1533
89,1889
90,106
91,164
92,1222
93,650
94,1866
95,1672
96,1695
97,361
98,1873
99,1058
100,710
101,145
102,148
103,283
104,1367
105,841
106,1544
107,1245
108,568
109,1127
110,1242
111,942
112,1540
113,1033
114,358
115,986
116,798
117,1558
118,1229
119,1759
120,109
121,625
122,1888
123,1776
124,1169
125,680
126,1263
127,452
128,405
129,320
130,494
131,1575
132,1205
133,58
134,557
135,1220
136,757
137,278
138,566
139,1829
140,799
141,1108
142,1240
143,763
144,1597
145,585
146,1334
147,11
148,816
149,1206
150,1560
151,1538
152,1019
153,1053
154,545
155,1102
156,1350
157,1620
158,1213
159,365
160,429
161,1254
162,363
163,1625
164,13
165,236
166,976
167,891
168,1640
169,1482
170,270
171,779
172,774
173,1636
174,1072
175,370
176,1576
177,32
178,427
179,30
180,26
181,307
182,1483
183,689
184,1909
185,90
186,85
187,1134
188,315
189,797
190,784
191,104
192,1892
193,599
194,119
195,1059
196,1119
197,381
198,1444
199,1136
200,1164
201,1806
202,1183
203,1089
204,231
205,560
206,1821
207,349
208,366
209,489
210,1022
211,317
212,658
213,1615
214,340
215,443
216,1506
217,1429
218,378
219,45
220,409
221,414
222,801
223,180
224,1015
225,833
226,1437
227,854
228,583
229,562
230,395
231,518
232,151
233,1631
234,321
235,1422
236,1365
237,1104
238,353
239,1029
240,1100
241,161
242,672
243,943
244,432
245,1085
246,844
247,172
248,1734
249,1460
250,229
251,383
252,1400
253,1590
254,6
255,491
256,904
257,101
258,318
259,705
260,1071
261,1676
262,1593
263,1447
264,1399
265,586
266,1474
267,476
268,1622
269,1539
270,1062
271,1320
272,765
273,998
274,552
275,62
276,760
277,867
278,1110
279,825
280,546
281,785
282,1086
283,1656
284,298
285,1230
286,1584
287,1711
288,292
289,29
290,304
291,741
292,615
293,1219
294,1738
295,3
296,1315
297,1427
298,1750
299,1780
300,1356
301,587
302,675
303,475
304,1024
305,1096
306,1524
307,411
308,1137
309,1543
310,1182
311,510
312,604
313,1521
314,1168
315,237
316,1113
317,1344
318,1704
319,1902
320,539
321,1592
322,1789
323,1903
324,368
325,1489
326,1624
327,68
328,1359
329,332
330,451
331,277
332,1391
333,922
334,74
335,1215
336,437
337,1301
338,570
339,629
340,800
341,1128
342,1308
343,890
344,1191
345,1814
346,1065
347,1244
348,182
349,210
350,1233
351,1194
352,1745
353,50
354,1290
355,1813
356,1598
357,1646
358,948
359,521
360,1867
361,576
362,524
363,1504
364,258
365,15
