,0
0,1300
1,1149
2,1129
3,732
4,1688
5,1544
6,1739
7,217
8,1071
9,1839
10,1687
11,617
12,1504
13,404
14,80
15,228
16,476
17,1137
18,705
19,469
20,351
21,873
22,1009
23,1662
24,17
25,608
26,1830
27,1195
28,1635
29,268
30,29
31,1500
32,478
33,1794
34,95
35,526
36,992
37,182
38,566
39,586
40,1471
41,1197
42,611
43,1694
44,631
45,275
46,513
47,710
48,411
49,1842
50,1508
51,1092
52,1538
53,289
54,51
55,824
56,844
57,230
58,935
59,888
60,194
61,755
62,937
63,1207
64,1533
65,1273
66,1172
67,1766
68,154
69,1512
70,1697
71,1250
72,510
73,277
74,1040
75,785
76,752
77,300
78,1840
79,290
80,1165
81,1045
82,1537
83,913
84,1062
85,770
86,130
87,548
88,857
89,627
90,808
91,1248
92,153
93,1848
94,1346
95,903
96,199
97,1442
98,1238
99,1291
100,1162
101,139
102,64
103,1023
104,885
105,1225
106,637
107,124
108,1048
109,554
110,1589
111,1814
112,927
113,1650
114,1797
115,887
116,1634
117,1431
118,298
119,301
120,132
121,1806
122,638
123,164
124,1475
125,541
126,1247
127,1178
128,912
129,1772
130,550
131,820
132,474
133,446
134,487
135,33
136,104
137,1369
138,969
139,745
140,244
141,1676
142,1510
143,1440
144,621
145,797
146,1774
147,114
148,1640
149,753
150,137
151,1464
152,1220
153,505
154,313
155,1911
156,1281
157,477
158,1696
159,1785
160,680
161,1857
162,972
163,1881
164,307
165,370
166,1150
167,1590
168,823
169,757
170,1075
171,928
172,602
173,855
174,895
175,747
176,1187
177,15
178,1140
179,775
180,523
181,1514
182,212
183,1824
184,1423
185,347
186,527
187,799
188,1591
189,160
190,342
191,690
192,1462
193,804
194,931
195,714
196,316
197,1234
198,984
199,587
200,771
201,977
202,161
203,167
204,1465
205,1395
206,1307
207,1742
208,240
209,1868
210,89
211,1787
212,181
213,389
214,1725
215,1088
216,867
217,326
218,612
219,1677
220,190
221,1429
222,430
223,1452
224,894
225,491
226,1214
227,1425
228,1724
229,1764
230,127
231,943
232,569
233,3
234,750
235,42
236,551
237,1450
238,251
239,1484
240,1380
241,920
242,1722
243,1719
244,1599
245,1006
246,354
247,1633
248,734
249,236
250,1683
251,1820
252,546
253,162
254,841
255,247
256,1477
257,135
258,320
259,1524
260,1385
261,766
262,1270
263,103
264,1422
265,980
266,981
267,607
268,1807
269,1607
270,1213
271,836
272,1233
273,1343
274,1447
275,940
276,1082
277,860
278,44
279,519
280,830
281,658
282,1660
283,1847
284,118
285,377
286,1309
287,86
288,178
289,1711
290,975
291,1808
292,1582
293,1825
294,1189
295,1155
296,1053
297,437
298,889
299,585
300,1550
301,892
302,1336
303,921
304,359
305,172
306,957
307,468
308,1185
309,686
310,52
311,264
312,1057
