,0
0,11
1,225
2,930
3,165
4,1085
5,42
6,1376
7,1515
8,1640
9,1442
10,1687
11,1756
12,1073
13,770
14,1722
15,1351
16,384
17,758
18,1685
19,1127
20,902
21,1251
22,454
23,1270
24,1749
25,1724
26,1671
27,424
28,356
29,799
30,205
31,1225
32,1355
33,1884
34,1326
35,76
36,1020
37,140
38,300
39,1864
40,1580
41,1796
42,976
43,1077
44,1686
45,1847
46,391
47,868
48,1497
49,1767
50,535
51,1379
52,853
53,217
54,1434
55,661
56,1237
57,1437
58,1644
59,1627
60,888
61,890
62,137
63,934
64,1657
65,102
66,440
67,1143
68,751
69,1729
70,339
71,1844
72,688
73,1153
74,1505
75,233
76,179
77,263
78,1387
79,1081
80,1188
81,1545
82,290
83,1677
84,503
85,693
86,1452
87,1141
88,1265
89,1438
90,715
91,935
92,1028
93,1231
94,1358
95,134
96,899
97,241
98,178
99,1366
100,107
101,253
102,1707
103,364
104,929
105,1059
106,1842
107,1576
108,675
109,1342
110,1740
111,1352
112,49
113,325
114,1205
115,1487
116,512
117,1619
118,354
119,162
120,1599
121,1354
122,1393
123,603
124,60
125,1423
126,1194
127,29
128,484
129,602
130,644
131,1903
132,1099
133,1329
134,656
135,1199
136,1092
137,1023
138,882
139,1670
140,970
141,1372
142,124
143,864
144,966
145,1045
146,990
147,825
148,1881
149,287
150,657
151,1846
152,402
153,1854
154,401
155,652
156,271
157,1155
158,37
159,135
160,1592
161,114
162,283
163,1383
164,1336
165,584
166,1036
167,51
168,536
169,610
170,347
171,491
172,1302
173,806
174,1516
175,358
176,1006
177,236
178,1727
179,1601
180,1717
181,1454
182,1182
183,52
184,54
185,1327
186,1568
187,458
188,1648
189,1136
190,1005
191,818
192,616
193,1011
194,895
195,1200
196,1512
197,1536
198,142
199,1063
200,1555
201,338
202,1742
203,1463
204,810
205,710
206,477
207,1474
208,739
209,1602
210,1849
211,711
212,1126
213,1832
214,526
215,1102
216,392
217,421
218,330
219,12
220,1489
221,1726
222,94
223,786
224,977
225,907
226,1662
227,277
228,1769
229,639
230,1203
231,1424
232,294
233,948
234,1734
235,211
236,1768
237,1525
238,666
239,540
