,0
0,1221
1,615
2,522
3,546
4,173
5,377
6,1377
7,1180
8,572
9,1915
10,1533
11,1833
12,291
13,354
14,1830
15,938
16,891
17,1782
18,927
19,1554
20,3
21,1234
22,1344
23,209
24,1088
25,305
26,1582
27,1359
28,1577
29,184
30,858
31,783
32,752
33,1517
34,1857
35,1591
36,838
37,706
38,337
39,360
40,1619
41,1071
42,1372
43,33
44,1672
45,1863
46,1272
47,461
48,76
49,515
50,1783
51,289
52,205
53,1460
54,986
55,1393
56,1063
57,505
58,1510
59,1110
60,424
61,1817
62,1725
63,1405
64,217
65,381
66,347
67,1279
68,1427
69,1471
70,940
71,1904
72,103
73,124
74,1788
75,637
76,868
77,475
78,325
79,690
80,56
81,284
82,1129
83,1642
84,550
85,1111
86,1367
87,1422
88,692
89,970
90,1892
91,1192
92,834
93,1029
94,491
95,658
96,1588
97,503
98,1383
99,948
100,1884
101,236
102,1538
103,1267
104,1831
105,1640
106,1544
107,715
108,635
109,358
110,112
111,1380
112,74
113,370
114,799
115,1814
116,1021
117,1787
118,64
119,1350
120,534
121,245
122,928
123,78
124,1104
125,1191
126,860
127,1164
128,904
129,104
130,182
131,388
132,1555
133,320
134,348
135,1761
136,975
137,681
138,1676
139,745
140,1082
141,1366
142,1791
143,906
144,1854
145,1178
146,649
147,427
148,1611
149,566
150,806
151,764
152,330
153,1225
154,1070
155,294
156,41
157,1738
158,850
159,1387
160,15
161,537
162,1399
163,842
164,469
165,1752
166,1308
167,411
168,603
169,818
170,1127
171,400
172,1412
173,1545
174,1736
175,1266
176,1219
177,1625
178,1414
179,1131
180,409
181,1465
182,661
183,820
184,1653
185,765
186,862
187,102
188,413
189,800
190,1709
191,1125
192,322
193,1766
194,107
195,17
196,519
197,132
198,969
199,1737
200,336
201,318
202,674
203,1222
204,1825
205,587
206,580
207,1662
208,277
209,1020
210,52
211,364
212,714
213,1354
214,1340
215,1768
216,655
217,1482
218,8
219,378
220,639
221,1874
222,1688
223,921
224,1361
225,478
226,828
227,176
228,540
229,191
230,1634
231,1078
232,135
233,1330
234,1503
235,890
236,786
237,757
238,1815
239,1128
240,1770
241,972
242,1697
243,251
244,1097
245,1508
246,1784
247,1114
248,423
249,1462
250,1470
251,18
252,71
253,468
254,1908
255,827
256,237
257,872
258,1685
259,1489
260,542
261,1435
262,1729
263,196
264,1172
265,1228
266,854
267,477
268,51
269,1812
270,1898
271,375
272,1592
273,994
274,167
275,42
276,1424
277,1829
278,1686
279,353
280,1772
281,1714
282,1013
283,640
284,489
285,316
286,500
287,841
288,785
289,197
290,16
291,1584
292,1750
293,1242
294,46
295,781
296,1677
297,729
298,1196
299,746
300,1319
301,1282
302,725
303,1173
304,1553
305,457
306,780
307,1499
308,953
309,1171
310,1893
311,1614
312,701
313,1693
314,1410
315,1583
316,614
317,1733
318,1403
319,1605
320,323
321,1879
322,768
323,987
324,373
325,1747
326,1567
327,1388
328,226
329,1370
330,1321
331,684
332,121
333,1323
334,1025
335,1389
336,1860
337,1645
338,1396
339,1882
340,965
341,936
342,1616
343,72
344,1507
345,1293
346,223
347,81
348,122
349,206
350,1184
351,667
352,455
353,985
354,1899
355,128
356,993
357,924
358,436
359,324
360,561
361,10
362,1156
363,447
364,802
365,839
366,687
367,1378
368,5
369,859
370,327
371,93
372,822
373,1659
374,1690
375,288
376,722
377,1701
378,1064
379,1845
380,829
381,100
