,0
0,751
1,304
2,983
3,566
4,45
5,1545
6,469
7,672
8,607
9,640
10,1903
11,194
12,1795
13,1102
14,1086
15,425
16,879
17,1300
18,810
19,1646
20,555
21,388
22,1340
23,23
24,1468
25,1009
26,1544
27,921
28,1714
29,442
30,800
31,1312
32,144
33,1391
34,1738
35,1344
36,271
37,781
38,1274
39,1422
40,452
41,1045
42,1622
43,844
44,1117
45,1253
46,571
47,1489
48,320
49,686
50,500
51,933
52,1174
53,28
54,1530
55,135
56,1457
57,1438
58,1503
59,339
60,120
61,1313
62,449
63,1097
64,714
65,1695
66,1532
67,1711
68,1915
69,75
70,347
71,462
72,196
73,778
74,1497
75,1421
76,1379
77,326
78,1347
79,290
80,840
81,62
82,1081
83,1256
84,1332
85,857
86,1524
87,742
88,1160
89,103
90,753
91,317
92,995
93,1085
94,766
95,1644
96,1517
97,523
98,38
99,152
100,1470
101,626
102,1491
103,596
104,642
105,679
106,477
107,1231
108,461
109,1044
110,530
111,1069
112,1849
113,1041
114,531
115,16
116,1752
117,113
118,790
119,1288
120,819
121,543
122,1593
123,1111
124,1002
125,863
126,446
127,1186
128,1220
129,348
130,116
131,1380
132,85
133,1104
134,644
135,817
136,199
137,726
138,1303
139,1400
140,340
141,471
142,1456
143,1459
144,946
145,89
146,1141
147,305
148,322
149,1672
150,123
151,557
152,237
153,470
154,1624
155,1172
156,106
157,914
158,515
159,205
160,943
161,1358
162,1362
163,576
164,771
165,73
166,827
167,977
168,1302
169,1513
170,878
171,1198
172,572
173,115
174,1681
175,294
176,584
177,536
178,1201
179,411
180,1636
181,727
182,1746
183,114
184,526
185,603
186,830
187,118
188,489
189,1866
190,1591
191,1342
192,1353
193,1384
194,1290
195,1691
196,149
197,483
198,947
199,650
200,74
201,1742
202,905
203,440
204,1405
205,1251
206,191
207,1748
208,1812
209,793
210,1192
211,527
212,247
213,721
214,782
215,1153
216,1376
217,575
218,838
219,378
220,1019
221,826
222,273
223,363
224,1875
225,92
226,1465
227,1250
228,422
229,209
230,716
231,867
232,1367
233,463
234,133
235,1671
236,1277
237,1759
238,769
239,1650
240,395
241,691
242,900
243,424
244,82
245,384
246,795
247,1813
248,1525
249,868
250,141
251,406
252,1829
253,285
254,356
255,535
256,649
257,1469
258,1715
259,1058
260,874
261,418
262,911
263,759
264,765
265,853
266,48
267,482
268,1000
269,230
270,192
271,1139
272,1913
273,1515
274,797
275,750
276,652
277,1001
278,1735
279,752
280,1345
281,1797
282,1233
283,1892
284,1793
285,1129
286,124
287,1634
288,177
289,1316
290,146
291,1651
292,20
293,997
294,309
295,1558
296,1346
297,1451
298,1781
299,875
300,72
301,150
302,1701
303,1712
304,1064
305,1226
306,1107
307,1479
308,1378
309,668
310,1239
311,416
312,1907
313,687
314,201
315,822
316,1529
317,636
318,951
319,556
320,266
321,1878
322,794
323,967
324,1374
325,1443
326,802
327,1184
328,1296
329,122
330,168
331,473
332,1148
333,1017
334,81
335,438
336,767
337,327
338,1790
339,1876
340,496
341,1553
342,1466
343,582
344,1284
345,1389
346,302
347,274
348,1146
349,1912
350,1375
351,31
352,100
353,1669
354,335
355,399
356,659
357,70
358,255
359,1678
360,1406
361,1156
362,678
363,1730
364,614
365,306
366,665
367,632
368,1430
369,1413
370,1321
371,1323
372,746
373,1886
374,917
375,111
376,901
377,1132
378,398
379,1208
380,708
381,1778
