,0
0,183
1,1861
2,1073
3,1727
4,383
5,552
6,41
7,1089
8,167
9,1224
10,1702
11,1533
12,1076
13,1227
14,1257
15,139
16,1068
17,504
18,832
19,990
20,627
21,517
22,203
23,1133
24,762
25,1203
26,1736
27,1830
28,1757
29,655
30,1832
31,1431
32,1187
33,1018
34,1359
35,1758
36,1120
37,1483
38,1157
39,1393
40,1820
41,1032
42,232
43,501
44,801
45,836
46,371
47,510
48,1329
49,1096
50,1772
51,409
52,1599
53,730
54,287
55,1222
56,1478
57,873
58,1745
59,1349
60,1176
61,80
62,1175
63,160
64,616
65,522
66,60
67,656
68,923
69,1395
70,1151
71,417
72,1584
73,680
74,1452
75,869
76,1775
77,1667
78,532
79,1538
80,187
81,786
82,1527
83,1090
84,741
85,562
86,1853
87,214
88,276
89,235
90,755
91,250
92,1219
93,1623
94,1046
95,502
96,820
97,166
98,1792
99,443
100,1100
101,732
102,546
103,1739
104,8
105,1656
106,1642
107,1433
108,1843
109,590
110,402
111,1555
112,1563
113,1570
114,862
115,1760
116,1660
117,1150
118,855
119,1248
120,1123
121,374
122,1552
123,173
124,1052
125,1697
126,831
127,132
128,1461
129,1755
130,992
131,6
132,959
133,568
134,268
135,841
136,1377
137,421
138,1825
139,653
140,600
141,620
142,1144
143,382
144,777
145,439
146,1289
147,503
148,474
149,1023
150,757
151,761
152,834
153,338
154,1894
155,906
156,1263
157,671
158,719
159,1260
160,329
161,1602
162,1582
163,119
164,519
165,1836
166,1232
167,321
168,1585
169,908
170,1512
171,545
172,837
173,694
174,1397
175,1105
176,224
177,899
178,1550
179,1127
180,1769
181,499
182,524
183,1675
184,783
185,1125
186,1707
187,996
188,397
189,1492
190,882
191,1887
192,675
193,1764
194,78
195,537
196,1301
197,554
198,809
199,1703
200,1048
201,1033
202,788
203,872
204,979
205,1333
206,242
207,164
208,280
209,1473
210,1155
211,1145
212,1128
213,803
214,1589
215,1426
216,1578
217,1387
218,12
219,468
220,1881
221,1213
222,700
223,1283
224,291
225,1137
226,207
227,162
228,937
229,981
230,1078
231,64
232,1237
233,630
234,798
235,140
236,216
237,1140
238,1200
239,1725
240,1327
241,1679
242,475
243,1280
244,342
245,894
246,1108
247,828
248,1036
249,1348
250,890
251,11
252,1228
253,1625
254,220
255,0
256,1680
257,1099
258,1063
259,573
260,1789
261,1423
262,380
263,491
264,1569
265,71
266,1369
267,1856
268,24
269,1179
270,1262
271,664
272,1437
273,1598
274,926
275,1275
276,1846
277,542
278,1448
279,711
280,1720
281,293
282,264
283,758
284,1420
285,1234
286,854
287,920
288,328
289,1165
290,130
291,1596
292,1016
293,1372
294,849
295,1770
296,1072
297,1293
298,456
299,495
300,1381
301,1341
302,581
303,993
304,464
305,1835
306,34
307,1612
308,964
309,117
310,624
311,1388
312,1859
313,215
314,1632
315,1528
316,65
317,1654
318,796
319,1012
320,896
321,1594
322,1135
323,924
324,1472
325,1621
326,776
327,1689
328,1511
329,1212
330,1398
331,528
332,238
333,1890
334,310
335,69
336,1851
337,623
338,121
339,1061
340,696
341,1567
342,99
343,1616
344,1531
345,1494
346,261
347,736
348,419
349,772
350,1708
351,729
352,1498
353,851
354,91
355,1050
356,725
357,1731
358,717
359,376
360,1682
361,1455
362,93
363,843
364,962
365,1370
366,1509
367,1409
368,1587
369,453
370,561
371,248
372,1294
373,1893
374,174
375,1161
376,1403
377,83
378,918
379,1121
380,533
381,455
