,0
0,906
1,1764
2,293
3,1619
4,402
5,366
6,161
7,821
8,133
9,1412
10,1139
11,1162
12,769
13,1560
14,620
15,1656
16,592
17,912
18,681
19,1356
20,250
21,1698
22,788
23,1902
24,886
25,382
26,499
27,1127
28,1407
29,1449
30,228
31,1885
32,232
33,934
34,1562
35,1611
36,23
37,771
38,449
39,1475
40,235
41,1574
42,714
43,1826
44,348
45,1216
46,1029
47,972
48,1465
49,471
50,1792
51,1729
52,675
53,1230
54,452
55,1303
56,1342
57,791
58,1525
59,1488
60,643
61,237
62,1888
63,1554
64,885
65,1400
66,1237
67,1234
68,45
69,1033
70,49
71,1812
72,1569
73,1447
74,787
75,1277
76,1735
77,1229
78,178
79,920
80,304
81,1522
82,1660
83,461
84,793
85,611
86,642
87,1868
88,196
89,1756
90,1834
91,1350
92,1717
93,157
94,1209
95,640
96,747
97,1094
98,1287
99,1281
100,506
101,1462
102,1524
103,1153
104,734
105,1722
106,151
107,1591
108,671
109,1441
110,617
111,1060
112,1710
113,737
114,236
115,943
116,1513
117,1487
118,1062
119,1063
120,600
121,1298
122,703
123,35
124,719
125,1720
126,1825
127,1644
128,458
129,562
130,1565
131,183
132,1901
133,1110
134,1160
135,103
136,1585
137,1546
138,676
139,64
140,1365
141,674
142,1106
143,1446
144,396
145,573
146,840
147,1478
148,1392
149,1805
150,1646
151,583
152,290
153,247
154,1512
155,1351
156,1096
157,480
158,148
159,1855
160,724
161,977
162,370
163,650
164,1165
165,948
166,626
167,994
168,1896
169,1291
170,1829
171,692
172,881
173,777
174,1806
175,1439
176,1000
177,57
178,1647
179,873
180,666
181,1423
182,1355
183,836
184,1108
185,1881
186,475
187,1369
188,239
189,673
190,463
191,1742
192,1802
193,850
194,1702
195,1157
196,795
197,807
198,657
199,1018
200,140
201,825
202,50
203,1667
204,1470
205,513
206,391
207,253
208,1599
209,443
210,52
211,1615
212,359
213,355
214,363
215,352
216,928
217,300
218,568
219,1468
220,1866
221,1732
222,488
223,85
224,892
225,94
226,1042
227,1179
228,680
229,536
230,1442
231,741
232,1506
233,1300
234,439
235,652
236,628
237,1272
238,646
239,1863
240,1469
241,911
242,77
243,798
244,1592
245,240
246,1274
247,545
248,1254
249,515
250,1222
251,813
252,1262
253,834
254,1380
255,969
256,1537
257,1200
258,1086
259,1709
260,1820
261,1069
262,808
263,863
264,1220
265,782
266,1699
267,41
268,1367
269,1263
270,1052
271,523
272,1387
273,194
274,938
275,264
276,224
277,1794
278,1090
279,1215
280,1377
281,166
282,197
283,1072
284,417
285,872
286,557
287,347
288,1598
289,809
290,1755
291,1363
292,1046
293,655
294,123
295,172
296,1245
297,1624
298,524
299,1814
300,986
301,516
302,333
303,559
304,1875
305,427
306,1867
307,899
308,214
309,127
310,292
311,1176
312,1542
313,1041
314,519
315,1530
316,317
317,1831
318,699
319,1780
320,233
321,1642
322,1815
323,338
324,1227
325,1481
326,1582
327,1151
328,220
329,1889
330,1169
331,860
332,591
333,177
334,209
335,1130
336,1427
337,544
338,180
339,1538
340,641
341,1843
342,730
343,1301
344,718
345,1045
346,1486
347,30
348,1745
349,728
350,1040
351,990
352,1142
353,1576
354,332
355,309
356,1340
357,205
358,89
359,1848
360,1405
361,199
362,1626
363,1681
364,130
365,1463
366,1718
367,1111
368,153
369,1260
370,109
371,1822
372,118
373,1856
374,1095
375,648
376,415
377,321
378,792
379,11
380,1741
381,1915
382,514
383,1714
384,102
385,1279
386,1440
387,1679
388,888
389,721
390,331
391,565
392,404
393,1395
394,998
395,1152
396,1719
397,1349
398,106
399,603
400,1737
401,1602
402,930
403,384
404,1177
405,1397
406,342
407,1493
408,970
409,801
410,1268
411,1547
412,1361
413,1761
414,2
415,120
416,1155
417,230
418,167
419,1774
420,1261
421,1821
422,397
423,1489
424,1518
425,1776
