,0
0,1209
1,420
2,1251
3,1524
4,312
5,648
6,58
7,979
8,268
9,356
10,1431
11,256
12,818
13,1332
14,36
15,162
16,51
17,797
18,702
19,33
20,491
21,1301
22,1023
23,1586
24,1754
25,1126
26,325
27,877
28,1005
29,1756
30,938
31,884
32,735
33,1339
34,1861
35,62
36,1615
37,1274
38,1130
39,1110
40,1748
41,1650
42,1000
43,1704
44,341
45,827
46,926
47,170
48,1792
49,1144
50,730
51,1324
52,87
53,975
54,1299
55,1894
56,1433
57,498
58,1351
59,718
60,230
61,1201
62,819
63,1181
64,1163
65,841
66,1812
67,1513
68,246
69,788
70,123
71,297
72,1102
73,567
74,1058
75,340
76,762
77,1827
78,377
79,662
80,1028
81,1749
82,1395
83,1263
84,8
85,1347
86,1755
87,494
88,214
89,1505
90,1214
91,920
92,616
93,1175
94,139
95,194
96,1533
97,810
98,1039
99,1176
100,1627
101,22
102,1757
103,1254
104,29
105,950
106,1597
107,383
108,425
109,217
110,41
111,192
112,1685
113,378
114,258
115,500
116,1257
117,331
118,305
119,1837
120,1248
121,1063
122,1453
123,1722
124,1423
125,95
126,954
127,923
128,462
129,654
130,319
131,1738
132,1769
133,1071
134,441
135,1644
136,1442
137,861
138,1330
139,1497
140,991
141,1846
142,40
143,364
144,549
145,120
146,988
147,911
148,53
149,272
150,1359
151,1492
152,715
153,628
154,1174
155,328
156,1233
157,1030
158,744
159,879
160,183
161,1405
162,1784
163,1160
164,752
165,600
166,181
167,1913
168,1720
169,489
170,1742
171,895
172,428
173,1013
174,1317
175,1875
176,359
177,1649
178,1207
179,1480
180,1033
181,1863
182,418
183,759
184,1195
185,1593
186,905
187,207
188,321
189,1518
190,151
191,247
192,115
193,1824
194,395
195,430
196,679
197,448
198,781
199,1438
200,137
201,548
202,1617
203,855
204,795
205,365
206,1016
207,835
208,621
209,1806
210,1264
211,119
212,1681
213,333
214,968
215,1703
216,1744
217,514
218,384
219,1856
220,1117
221,750
222,1380
223,342
224,1575
225,1789
226,1582
227,1609
228,970
229,947
230,1277
231,758
232,1266
233,908
234,224
235,229
236,921
237,348
238,1788
239,444
240,1097
241,592
242,610
243,1
244,1906
245,21
246,1458
247,903
248,1397
249,127
250,1758
251,1482
252,885
253,751
254,585
255,349
256,937
257,643
258,424
259,1816
260,1382
261,577
262,372
263,1129
264,291
265,313
266,867
267,1032
268,1588
269,1020
270,154
271,1576
272,1098
273,1873
274,1250
275,167
276,1078
277,1142
278,1079
279,1460
280,1743
281,692
282,1631
283,575
284,1697
285,771
286,1280
287,823
288,352
289,1036
290,146
291,831
292,992
293,930
294,1570
295,719
296,1219
297,414
298,1520
299,133
300,1230
301,1272
302,78
303,243
304,1377
305,576
306,273
307,26
308,1596
309,834
310,1441
311,640
312,314
313,320
314,677
315,1069
316,793
317,1222
318,1052
319,1183
320,1864
321,869
322,84
323,209
324,989
325,1739
326,358
327,1076
328,1111
329,1045
330,1866
331,899
332,524
333,637
334,882
335,1291
336,726
337,308
338,1787
339,1198
340,546
341,800
342,85
343,1179
344,388
345,1794
346,131
347,474
348,1464
349,234
350,1394
351,23
352,1530
353,1275
354,1429
355,1569
356,1700
357,407
358,374
359,205
360,1306
361,739
362,1538
363,651
364,1070
365,1342
366,720
367,232
368,476
369,813
370,881
371,276
372,1376
373,1699
374,1244
375,712
376,1752
377,783
378,152
379,889
380,955
381,16
382,1234
383,1585
384,1668
385,237
386,680
387,1122
388,928
389,75
390,1150
391,996
392,477
393,440
394,1662
395,1539
396,1120
397,1170
398,1137
399,461
400,1598
401,1243
402,769
403,1691
404,1348
405,347
406,1088
407,894
408,596
409,501
410,12
411,1563
412,853
413,1725
414,89
415,612
416,1715
417,1329
418,1412
419,1114
420,1796
421,1721
422,368
423,141
424,639
425,197
426,808
427,1711
428,1573
429,870
430,757
431,1053
432,1526
433,1667
434,1736
435,1105
436,531
437,1560
438,847
439,742
440,1834
441,572
442,584
443,1386
444,1675
445,184
446,1123
447,980
448,1903
449,423
450,519
451,1024
452,806
453,1452
454,1344
455,1606
456,698
457,755
458,394
459,1256
460,844
461,1115
462,94
463,688
464,1679
465,997
466,1698
467,1227
468,1607
469,415
470,599
471,1269
472,1231
473,475
474,1465
475,1666
476,1439
477,862
478,1333
479,1599
480,1843
481,904
482,1203
483,1133
484,1491
485,1022
486,264
487,1525
488,850
489,784
490,1578
491,681
492,1714
493,1867
494,1608
495,483
496,625
497,1373
498,1191
499,1450
500,1261
501,199
502,1521
503,671
504,919
505,1206
506,990
507,845
508,235
509,1336
510,1646
511,1495
512,136
513,777
514,203
515,101
516,1772
517,570
518,606
519,1309
520,1369
521,521
522,512
523,1797
524,966
525,1635
526,1542
527,809
528,42
529,673
530,1290
531,1804
532,1838
533,1073
534,1457
535,872
536,1803
537,580
538,562
539,1221
540,322
541,1302
542,1143
543,1149
544,1218
545,1514
546,49
547,92
548,775
549,863
550,931
551,490
552,169
553,1157
554,452
555,1661
556,44
557,995
558,17
559,552
560,1680
561,1340
562,527
563,1216
564,286
