,0
0,769
1,1448
2,501
3,1836
4,1675
5,1713
6,842
7,294
8,575
9,690
10,833
11,180
12,1083
13,241
14,157
15,1180
16,666
17,761
18,1211
19,1447
20,599
21,1238
22,184
23,895
24,1070
25,788
26,147
27,1267
28,845
29,109
30,1578
31,85
32,560
33,940
34,428
35,172
36,559
37,1740
38,1492
39,1493
40,1736
41,364
42,1109
43,741
44,1423
45,905
46,1515
47,1058
48,333
49,1749
50,1178
51,134
52,129
53,989
54,412
55,1842
56,1785
57,657
58,1244
59,1593
60,439
61,256
62,1048
63,1508
64,1820
65,413
66,1677
67,1345
68,1685
69,1250
70,1782
71,1376
72,1465
73,108
74,570
75,792
76,0
77,1181
78,71
79,571
80,1417
81,63
82,635
83,363
84,370
85,442
86,1695
87,855
88,68
89,1671
90,604
91,1537
92,874
93,716
94,1503
95,489
96,1601
97,1694
98,908
99,979
100,145
101,1090
102,622
103,555
104,551
105,73
106,1167
107,543
108,1623
109,106
110,388
111,1324
112,860
113,1622
114,1224
115,517
116,1100
117,1599
118,1124
119,1527
120,1552
121,878
122,90
123,1468
124,124
125,1248
126,766
127,642
128,641
129,784
130,1127
131,858
132,290
133,771
134,406
135,199
136,1868
137,1431
138,1568
139,1463
140,358
141,143
142,1775
143,78
144,1356
145,649
146,1052
147,1640
148,286
149,1190
150,250
151,8
152,66
153,1625
154,1709
155,1727
156,811
157,88
158,876
159,1910
160,656
161,691
162,1213
163,1059
164,1206
165,336
166,1502
167,817
168,615
169,1157
170,263
171,1844
172,476
173,728
174,1584
175,500
176,44
177,1281
178,651
179,960
180,95
181,242
182,1207
183,1162
184,1702
185,994
186,742
187,1264
188,1681
189,159
190,671
191,1067
192,1506
193,1301
194,1079
195,887
196,1757
197,342
198,1653
199,1884
200,64
201,1108
202,823
203,815
204,1793
205,1489
206,526
207,391
208,838
209,230
210,755
211,1821
212,1289
213,1461
214,1372
215,1575
216,176
217,1191
218,679
219,745
220,380
221,1770
222,1482
223,1881
224,1485
225,942
226,1300
227,1010
228,291
229,183
230,1792
231,271
232,1582
233,491
234,1210
235,506
236,946
237,1546
238,1481
239,603
240,552
241,849
242,995
243,1500
244,1784
245,639
246,1680
247,1869
248,276
249,480
250,752
251,790
252,573
253,1077
254,1382
255,1524
256,777
257,405
258,966
259,1009
260,314
261,246
262,1277
263,606
264,807
265,19
266,705
267,730
268,118
269,1901
270,295
271,35
272,793
273,714
274,1543
275,627
276,1204
277,1134
278,785
279,200
280,1639
281,204
282,1159
283,902
284,339
285,1487
286,280
287,1020
288,662
289,1754
290,273
291,328
292,394
293,1717
294,664
295,827
296,478
297,1139
298,1286
299,1383
300,422
301,16
302,304
303,689
304,1068
305,45
306,484
307,1034
308,1189
309,1513
310,1133
311,856
312,1888
313,1617
314,62
315,322
316,1488
317,653
318,1746
319,782
320,149
321,1707
322,340
323,921
324,1533
325,1355
326,258
327,1766
328,992
329,1711
330,28
331,283
332,1517
333,852
334,498
335,631
336,468
337,1153
338,40
339,407
340,1106
341,216
342,1864
343,1421
344,1352
345,1580
346,799
347,378
348,1760
349,820
350,1865
351,608
352,1829
353,831
354,743
355,1283
356,789
357,524
358,1228
359,991
360,731
361,1358
362,114
363,1326
364,156
365,881
366,1032
367,1735
368,700
369,1638
370,1407
371,1363
372,337
373,1435
374,1477
375,638
376,1078
377,1624
378,37
379,910
380,1393
381,140
382,1802
383,914
384,748
385,1486
386,835
387,947
388,1202
389,937
390,1053
391,836
392,148
393,218
394,1530
395,1843
396,1317
397,329
398,232
399,1759
400,683
401,103
402,626
403,21
404,356
405,429
406,186
407,1728
408,1662
409,1536
410,513
411,1274
412,1525
413,1302
414,115
415,252
416,264
417,1854
418,203
419,284
420,298
421,1574
422,1404
423,3
424,1563
425,477
426,1743
427,676
428,1172
429,36
430,1092
431,1484
432,510
433,978
434,613
435,1457
436,1232
437,60
438,1141
439,1838
440,803
441,1201
442,1795
443,1853
444,347
445,1155
446,955
447,371
448,1105
449,1280
450,1373
451,1169
452,751
453,1035
454,904
455,883
456,1814
457,754
458,867
459,2
460,1891
461,417
462,1602
463,1353
464,1182
465,537
466,1334
467,1648
468,1164
469,1765
470,791
471,144
