,0
0,559
1,1358
2,881
3,1023
4,1784
5,637
6,1573
7,1508
8,885
9,744
10,368
11,867
12,115
13,1412
14,1046
15,396
16,258
17,854
18,1854
19,1274
20,821
21,783
22,1756
23,1348
24,106
25,1672
26,305
27,766
28,1177
29,1124
30,377
31,547
32,250
33,159
34,1646
35,774
36,8
37,405
38,42
39,293
40,1273
41,692
42,785
43,1240
44,592
45,315
46,1421
47,125
48,187
49,160
50,927
51,895
52,428
53,960
54,748
55,644
56,888
57,470
58,586
59,807
60,1233
61,1816
62,244
63,1681
64,240
65,1853
66,633
67,340
68,510
69,140
70,356
71,626
72,804
73,642
74,806
75,952
76,979
77,408
78,1896
79,132
80,1861
81,1446
82,57
83,914
84,887
85,68
86,1663
87,784
88,554
89,1123
90,1143
91,1188
92,1607
93,1661
94,33
95,1391
96,1868
97,1714
98,1322
99,1392
100,1590
101,350
102,462
103,524
104,1667
105,1483
106,808
107,314
108,80
109,1056
110,1703
111,876
112,631
113,265
114,1865
115,1423
116,674
117,196
118,342
119,675
120,1250
121,711
122,63
123,1576
124,1803
125,313
126,845
127,483
128,204
129,1460
130,501
131,156
132,816
133,1300
134,1513
135,3
136,1474
137,366
138,1825
139,714
140,1503
141,549
142,454
143,300
144,1060
145,1001
146,947
147,747
148,113
149,1288
150,788
151,1009
152,364
153,765
154,521
155,146
156,505
157,415
158,870
159,1560
160,358
161,639
162,551
163,980
164,1462
165,742
166,972
167,948
168,1207
169,1316
170,625
171,1218
172,613
173,1072
174,1201
175,1517
176,329
177,1178
178,1692
179,1075
180,336
181,697
182,275
183,1515
184,1649
185,108
186,107
187,1429
188,906
189,123
190,730
191,1696
192,1442
193,1215
194,144
195,1441
196,1855
197,1875
198,1578
199,349
200,1510
201,1355
202,30
203,1439
204,54
205,798
206,911
207,1301
208,363
209,1440
210,1725
211,1734
212,1824
213,1687
214,1067
215,1571
216,23
217,1721
218,330
219,1648
220,1751
221,1365
222,1516
223,290
224,1493
225,571
226,1164
227,603
228,743
229,540
230,1028
231,588
232,388
233,1791
234,1686
235,1190
236,395
237,494
238,1042
239,1179
240,1635
241,1894
242,719
243,650
244,519
245,1677
246,292
247,1562
248,604
249,167
250,1094
251,1622
252,1011
253,984
254,922
255,966
256,1454
257,164
258,486
259,134
260,441
261,705
262,1801
263,1336
264,749
265,1463
266,1110
267,661
268,716
269,1647
270,1259
271,1602
272,961
273,1486
274,920
275,1526
276,990
277,383
278,1404
279,1091
280,64
281,838
282,1735
283,269
284,1087
285,1639
286,231
287,103
288,1525
289,641
290,1071
291,280
292,1117
293,755
294,1739
295,86
296,820
297,32
298,1767
299,1842
300,1111
301,813
302,1579
303,1787
304,304
305,1227
306,1359
307,1626
308,734
309,490
310,1062
311,1772
312,181
313,1039
314,856
315,286
316,1210
317,1862
318,1543
319,1383
320,397
321,1608
322,1793
323,1625
324,260
325,1228
326,618
327,251
328,1783
329,67
330,1220
331,647
332,236
333,1127
334,1697
335,1309
336,19
337,1020
338,1901
339,826
340,1834
341,1035
342,1176
343,1650
344,1369
345,172
346,1277
347,287
348,543
349,1671
350,491
351,1229
352,809
353,463
354,1302
355,332
356,1546
357,1895
358,84
359,232
360,1150
361,1
362,133
363,154
364,718
365,400
366,1452
367,1095
368,119
369,114
370,230
371,384
372,1674
373,1892
374,214
375,937
376,726
377,538
378,643
379,1203
380,1776
381,1504
382,1100
383,1271
384,1792
385,1303
386,1433
387,234
388,700
389,591
390,1263
391,325
392,1698
393,905
394,1699
395,1574
396,662
397,1082
398,1806
399,1885
400,498
401,728
402,1585
403,1339
404,1600
405,407
406,584
407,1139
408,126
409,1774
410,1586
411,607
412,90
413,638
414,1016
415,1702
416,1172
417,1307
418,194
419,1755
420,58
421,617
422,1068
423,443
424,681
425,1780
426,959
427,235
428,1168
429,1691
430,1268
431,374
432,264
433,712
434,703
435,195
436,996
437,1065
438,1076
439,527
440,1540
441,13
442,940
443,1532
444,1431
445,95
446,1633
447,1867
448,1461
449,1634
450,991
451,723
452,741
453,975
454,1043
455,73
456,203
457,660
458,28
459,1804
460,750
461,1126
462,1234
463,513
464,414
465,664
466,1152
467,597
468,938
469,970
470,284
471,351
472,1748
473,1495
474,1045
475,683
476,546
477,1129
478,627
479,916
480,1637
481,1030
482,915
483,572
484,810
485,797
486,1796
487,129
488,699
489,353
490,1694
491,1754
492,1333
493,1160
494,1318
495,1619
496,706
497,273
498,1427
499,733
500,1627
501,1765
502,1757
503,1032
504,1839
505,907
506,189
507,1536
508,1768
509,836
510,482
511,1547
512,1713
513,469
514,406
515,1434
516,1260
517,1482
518,968
519,648
520,1589
521,1159
522,1165
523,197
524,318
525,1874
526,609
527,710
528,322
529,516
530,525
531,1870
532,161
533,1815
534,532
535,444
536,1327
537,326
538,1653
539,489
540,1384
541,1258
542,357
543,1308
544,446
545,1631
546,1752
547,1695
548,242
549,1911
550,1773
551,1102
552,568
553,1376
554,1550
555,1195
556,1006
557,1114
558,1080
559,277
560,1556
561,1379
562,328
563,1827
564,570
565,1261
566,118
567,1832
568,762
569,48
570,630
571,651
572,243
573,74
574,567
575,1636
576,45
577,1597
578,628
579,925
580,828
581,448
582,401
583,1812
584,1335
585,0
586,1662
587,1079
588,239
589,1223
590,790
591,956
592,1185
593,1174
594,781
595,1279
596,621
597,852
598,2
599,430
600,1181
601,1593
602,903
603,256
604,1898
605,1197
606,50
607,1657
608,1283
609,1500
610,793
611,601
612,348
613,429
614,24
615,1289
616,285
617,211
618,105
619,635
620,935
621,367
622,541
623,1750
624,1144
625,1465
626,878
627,1533
628,1438
629,1005
630,308
631,26
632,789
633,1175
634,199
635,653
636,112
637,761
638,1136
639,1192
640,1484
641,950
642,44
643,1740
644,471
645,529
646,606
647,1131
648,673
649,799
650,1737
651,1903
652,1467
653,815
654,1287
655,619
656,1317
657,247
658,1488
659,689
660,682
661,792
662,1326
663,861
664,1545
665,757
666,1640
667,1097
668,295
669,1346
670,1584
671,420
672,418
673,803
674,1487
675,1356
676,475
677,283
678,176
679,1081
680,182
681,880
682,375
683,1668
684,1052
685,120
686,380
687,778
688,658
689,727
690,919
691,1024
692,731
693,1083
694,152
695,1764
696,758
697,1456
698,1373
699,764
700,1286
701,775
702,1377
703,1478
704,94
705,1471
706,1615
707,404
708,334
709,1805
710,1109
711,930
712,1357
713,693
714,879
715,850
716,1116
717,147
718,600
719,1542
720,1026
721,891
722,355
723,1775
724,417
725,504
726,882
727,1717
728,431
729,1122
730,71
731,690
732,451
733,402
734,1405
735,217
736,191
737,1209
738,1889
739,971
740,819
741,823
742,213
743,138
744,1169
745,449
746,333
747,537
748,78
749,488
750,11
751,1840
752,1519
753,16
754,1485
755,1090
756,1242
757,1128
758,101
759,1856
760,478
761,760
762,800
763,751
764,824
765,1034
766,1785
767,484
768,1096
769,1527
770,1535
771,1189
772,1524
773,1426
774,1908
775,506
776,1844
777,1738
778,1387
779,51
780,96
781,1022
782,1623
783,141
784,611
785,1743
786,1450
787,995
788,89
789,171
790,769
791,372
792,536
793,131
794,1904
795,759
796,465
797,1769
798,1620
799,1588
800,53
801,1770
802,1420
803,309
804,1651
805,365
806,1470
807,680
808,842
809,1342
810,409
811,1863
812,320
813,66
814,1167
815,1198
816,1345
817,709
818,202
819,1789
820,1680
821,523
822,605
823,889
824,1505
825,394
826,1821
827,560
828,923
829,981
830,583
831,595
832,548
833,192
834,435
835,756
836,360
837,1425
838,1459
839,1182
840,656
841,552
842,1849
843,1019
844,1000
845,904
846,1344
847,1675
848,339
849,721
850,378
851,1093
852,1679
853,76
854,677
855,316
856,1489
857,1481
858,752
859,1216
860,135
861,411
862,862
863,908
864,1329
865,1015
866,886
867,1010
868,354
869,670
870,1580
871,720
872,616
873,1724
874,173
875,177
876,1099
877,77
878,1224
879,1299
880,392
881,102
882,36
883,1538
884,943
885,246
886,1044
887,1066
888,480
889,361
890,1458
891,686
892,1869
893,1480
894,434
895,665
896,985
897,155
898,110
899,379
900,479
901,740
902,1436
903,1818
904,796
905,1534
906,121
907,174
908,1645
909,1603
910,416
911,678
912,1632
913,98
914,859
915,281
916,1618
917,893
918,768
919,346
920,436
921,373
922,1008
923,999
924,7
925,43
926,1845
927,1293
928,493
929,1753
930,973
931,1121
932,188
933,1408
934,460
935,1323
936,623
937,1701
938,1432
939,875
940,1652
941,1762
942,687
943,1643
944,645
945,1388
946,1328
947,1673
948,1860
949,941
950,1304
951,725
952,561
953,1511
954,100
955,248
956,1371
957,936
958,794
959,1451
960,1799
961,185
962,722
963,1370
964,385
965,814
966,1528
967,1819
968,1693
969,376
970,812
971,39
972,614
973,1294
974,261
975,1778
976,1074
977,776
978,1479
979,909
980,419
981,713
982,951
983,589
984,1605
985,279
986,846
987,497
988,1472
989,1235
990,1246
991,1731
992,805
993,1912
994,1378
995,594
996,1733
997,47
998,898
999,399
1000,122
1001,1708
1002,1031
1003,917
1004,924
1005,897
1006,1027
1007,1690
1008,684
1009,1389
1010,1712
1011,901
1012,582
1013,1084
1014,1872
1015,198
1016,1226
1017,1564
1018,563
1019,1549
1020,393
1021,262
1022,738
1023,1499
1024,453
1025,1014
1026,708
1027,1786
1028,1613
1029,55
1030,1146
1031,10
1032,1184
1033,259
1034,369
1035,1375
1036,593
1037,59
1038,257
1039,1614
1040,398
1041,1566
1042,457
1043,553
1044,581
1045,1381
1046,1212
1047,528
1048,303
1049,1621
1050,311
1051,1341
1052,1850
1053,624
1054,1841
1055,1156
1056,556
1057,323
1058,993
1059,564
1060,1054
1061,111
1062,117
1063,729
1064,1331
1065,772
1066,1851
1067,1594
1068,464
1069,1017
1070,865
1071,1610
1072,871
1073,696
1074,939
1075,1893
1076,1466
1077,456
1078,1823
1079,1368
1080,667
1081,1118
1082,1790
1083,1025
1084,150
1085,1899
1086,274
1087,987
1088,1669
1089,1147
1090,520
1091,1501
1092,299
1093,1567
1094,175
1095,1907
1096,9
1097,508
1098,579
1099,1587
1100,1241
1101,659
1102,1616
1103,949
1104,1557
1105,158
1106,99
1107,1061
1108,1900
1109,636
1110,1871
1111,168
1112,455
1113,1859
1114,736
1115,953
1116,227
1117,1296
1118,1398
1119,219
1120,1682
1121,1403
1122,1007
1123,1529
1124,958
1125,695
1126,208
1127,669
1128,1401
1129,511
1130,1747
1131,1678
1132,335
1133,302
1134,1161
1135,1428
1136,1410
1137,1374
1138,1278
1139,97
1140,1004
1141,1886
1142,1655
1143,1716
1144,445
1145,467
1146,1413
1147,31
1148,1595
1149,310
1150,1430
1151,1654
