,0
0,1700
1,1229
2,616
3,1425
4,243
5,1536
6,486
7,475
8,1046
9,1324
10,1028
11,566
12,321
13,305
14,1637
15,1316
16,120
17,1755
18,971
19,1489
20,1233
21,1486
22,1275
23,1059
24,1888
25,1543
26,757
27,710
28,720
29,1813
30,78
31,1140
32,1307
33,1812
34,734
35,1785
36,331
37,1896
38,213
39,1763
40,1824
41,826
42,1087
43,1332
44,1765
45,852
46,526
47,176
48,633
49,1554
50,899
51,1861
52,144
53,628
54,1177
55,1597
56,1126
57,264
58,102
59,1081
60,1821
61,577
62,1257
63,1815
64,1174
65,1109
66,1623
67,1562
68,1457
69,231
70,946
71,1379
72,1530
73,1308
74,451
75,778
76,554
77,1105
78,225
79,1599
80,470
81,568
82,803
83,1867
84,1287
85,991
86,336
87,1679
88,731
89,1013
90,919
91,1767
92,747
93,1894
94,149
95,549
96,1157
97,1532
98,1335
99,842
100,1663
101,1164
102,1687
103,395
104,405
105,277
106,1187
107,1215
108,469
109,357
110,1068
111,116
112,103
113,1777
114,434
115,661
116,1427
117,809
118,1784
119,146
120,712
121,409
122,1620
123,754
124,929
125,96
126,1098
127,1644
128,543
129,1035
130,1874
131,1018
132,119
133,1301
134,484
135,232
136,950
137,1023
138,1141
139,838
140,1602
141,1364
142,49
143,651
144,138
145,1464
146,1261
147,1575
148,841
149,521
150,1080
151,1066
152,1169
153,1792
154,313
155,1142
156,66
157,260
158,195
159,1574
160,538
161,762
162,881
163,996
164,1137
165,334
166,1772
167,13
168,1397
169,1441
170,1761
171,1336
172,975
173,183
174,216
175,345
176,1104
177,298
178,1704
179,1581
180,87
181,758
182,630
183,1869
184,631
185,1090
186,1576
187,1478
188,948
189,845
190,976
191,194
192,234
193,53
194,1421
195,1030
196,604
197,743
198,1019
199,558
200,1609
201,6
202,1862
203,54
204,1219
205,1136
206,1149
207,94
208,1722
209,908
210,1394
211,489
212,1461
213,435
214,1735
215,425
216,821
217,1250
218,251
219,113
220,1804
221,1515
222,1034
223,1748
224,766
225,250
226,607
227,1681
228,1180
229,764
230,32
231,1442
232,1355
233,1232
234,485
235,629
236,246
237,1271
238,867
239,28
240,660
241,1123
242,868
243,1832
244,887
245,62
246,552
247,700
248,162
249,795
250,381
251,477
252,916
253,73
254,256
255,807
256,527
257,363
258,682
259,935
260,654
261,1369
262,350
263,1780
264,1671
265,1892
266,689
267,391
268,536
269,639
270,101
271,353
272,133
273,1067
274,1901
275,1805
276,1503
277,1853
278,400
279,1656
280,106
281,1021
282,196
283,769
284,752
285,1178
286,1346
287,1414
288,638
289,1344
290,1001
291,1517
292,1586
293,532
294,1691
295,925
296,1032
297,1690
298,1693
299,1616
300,1455
301,1017
302,822
303,1390
304,303
305,175
306,896
307,1331
308,1396
309,1051
310,964
311,1823
312,1511
313,1408
314,306
315,1790
316,696
317,794
318,1810
319,279
320,393
321,1678
322,257
323,1912
324,1701
325,1753
326,227
327,1566
328,1255
329,1148
330,398
331,918
332,1388
333,1055
334,464
335,416
336,445
337,645
338,668
339,1413
340,768
341,281
342,1561
343,1293
344,1368
345,917
346,1494
347,121
348,561
349,1654
350,1156
351,1246
352,898
353,1037
354,1328
355,1905
356,708
357,222
358,707
359,346
360,1553
361,636
362,805
363,98
364,362
365,259
366,128
367,1249
368,436
369,193
370,72
371,1557
372,1008
373,1781
374,958
375,1014
376,846
377,1310
378,974
379,97
380,255
381,1235
