,0
0,1636
1,666
2,1570
3,1544
4,1349
5,1275
6,486
7,1350
8,1887
9,1315
10,1795
11,1158
12,1352
13,1357
14,943
15,595
16,670
17,998
18,245
19,1152
20,934
21,1757
22,1520
23,1281
24,1185
25,653
26,289
27,1785
28,6
29,1425
30,567
31,700
32,1291
33,489
34,1663
35,1863
36,1727
37,1914
38,1129
39,1761
40,1522
41,591
42,1187
43,1036
44,1687
45,386
46,1285
47,1153
48,1010
49,1680
50,1191
51,652
52,1505
53,1861
54,269
55,501
56,549
57,264
58,1039
59,1623
60,1303
61,1903
62,1714
63,860
64,1517
65,1901
66,690
67,1842
68,1400
69,920
70,133
71,1366
72,1477
73,737
74,1718
75,531
76,1071
77,1170
78,1484
79,1081
80,1906
81,53
82,694
83,71
84,727
85,782
86,982
87,741
88,1538
89,19
90,140
91,328
92,1222
93,1909
94,1393
95,435
96,1447
97,1470
98,1783
99,1438
100,631
101,1372
102,1590
103,210
104,363
105,1198
106,1164
107,1099
108,28
109,1911
110,1675
111,803
112,26
113,405
114,22
115,153
116,911
117,1784
118,837
119,876
120,104
121,187
122,1462
123,169
124,505
125,1834
126,1849
127,734
128,1478
129,1124
130,271
131,1083
132,1090
133,392
134,1040
135,354
136,868
137,1245
138,1898
139,797
140,1133
141,1743
142,1813
143,718
144,409
145,1751
146,1599
147,184
148,319
149,1109
150,272
151,1892
152,1828
153,689
154,21
155,66
156,475
157,1741
158,126
159,1035
160,239
161,576
162,1857
163,287
164,512
165,1736
166,680
167,139
168,1611
169,1805
170,577
171,1556
172,317
173,671
174,1108
175,1238
176,751
177,176
178,1493
179,1666
180,986
181,1105
182,359
183,1417
184,48
185,1888
186,205
187,196
188,988
189,374
190,391
191,1770
192,500
193,1862
194,134
195,1640
196,752
197,1791
198,84
199,420
200,935
201,263
202,899
203,499
204,565
205,1620
206,997
207,1486
208,1806
209,1836
210,428
211,209
212,120
213,587
214,490
215,1097
216,177
217,655
218,601
219,268
220,313
221,165
222,1177
223,132
224,874
225,171
226,1421
227,1348
228,664
229,599
230,471
231,931
232,1487
233,344
234,1029
235,769
236,1626
237,1059
238,1457
239,1407
240,49
241,1824
242,1024
243,830
244,1504
245,719
246,681
247,1270
248,815
249,1648
250,1485
251,1723
252,813
253,60
254,465
255,1709
256,1780
257,348
258,560
259,430
260,1820
261,477
262,908
263,301
264,195
265,1057
266,534
267,1053
268,1379
269,1760
270,1247
271,858
272,1812
273,1111
274,1309
275,172
276,1070
277,1657
278,775
279,1497
280,978
281,267
282,682
283,1558
284,1801
285,801
286,1289
287,253
288,1056
289,357
290,218
291,1175
292,1575
293,371
294,252
295,342
296,8
297,1596
298,712
299,375
300,1144
301,884
302,74
303,1627
304,78
305,1033
306,1180
307,793
308,144
309,1213
310,138
311,1123
312,1013
313,546
314,1537
315,1866
316,1250
317,994
318,566
319,612
320,716
321,1290
322,1582
323,1172
324,11
325,483
326,1367
327,1002
328,1313
329,928
330,498
331,1536
332,225
333,160
334,1748
335,1792
336,1283
337,916
338,356
339,1271
340,162
341,1258
342,232
343,1894
344,1576
345,1482
346,146
347,1019
348,256
349,1433
350,1431
351,1335
352,900
353,1464
354,112
355,1380
356,628
357,1424
358,946
359,521
360,1698
361,1332
362,1884
363,1742
364,1637
365,580
366,639
367,1830
368,1337
369,710
370,1210
371,1186
372,1831
373,1078
374,1272
375,660
376,1523
377,1364
378,1104
379,552
380,615
381,87
382,197
383,124
384,1174
385,926
386,705
387,1704
388,1533
389,537
390,118
391,1902
392,1361
393,1353
394,1092
395,877
396,1794
397,1363
398,698
399,94
400,1181
401,64
402,654
403,377
404,159
405,888
406,1219
407,1489
408,1683
409,538
410,907
411,604
412,1320
413,1725
414,1804
415,318
416,347
417,1229
418,1817
419,278
420,1676
421,1649
422,241
423,2
