,0
0,384
1,1825
2,808
3,228
4,872
5,487
6,675
7,1450
8,1506
9,1467
10,1362
11,1260
12,1160
13,704
14,662
15,1639
16,1000
17,785
18,424
19,1116
20,1588
21,1020
22,1405
23,1100
24,947
25,1392
26,404
27,1775
28,995
29,1622
30,798
31,131
32,242
33,1560
34,1510
35,1617
36,761
37,885
38,1591
39,541
40,637
41,1242
42,300
43,1143
44,1044
45,1298
46,1592
47,1382
48,800
49,33
50,1565
51,80
52,1650
53,1615
54,914
55,320
56,332
57,449
58,1729
59,1093
60,202
61,952
62,853
63,380
64,733
65,641
66,1665
67,16
68,613
69,454
70,273
71,1062
72,1452
73,1006
74,509
75,397
76,650
77,1480
78,135
79,1607
80,1322
81,1724
82,1568
83,23
84,1197
85,230
86,312
87,1789
88,1448
89,894
90,827
91,750
92,643
93,1273
94,915
95,1429
96,1201
97,692
98,980
99,611
100,1885
101,1220
102,1837
103,760
104,857
105,412
106,1190
107,1904
108,504
109,147
110,280
111,906
112,1114
113,1800
114,714
115,570
116,105
117,1908
118,784
119,154
120,673
121,1667
122,1641
123,790
124,1677
125,823
126,902
127,1391
128,343
129,933
130,1465
131,1334
132,1342
133,1016
134,1661
135,1721
136,361
137,855
138,439
139,468
140,1629
141,1797
142,788
143,1600
144,29
145,677
146,1253
147,1373
148,1145
149,114
150,728
151,408
152,828
153,191
154,1787
155,1286
156,1179
157,1694
158,352
159,774
160,618
161,1434
162,648
163,161
164,217
165,1218
166,1737
167,164
168,1128
169,585
170,1796
171,0
172,1326
173,199
174,351
175,1127
176,462
177,1526
178,1274
179,1873
180,1317
181,510
182,992
183,806
184,756
185,1808
186,1488
187,1668
188,315
189,721
190,1864
191,1076
192,415
193,586
194,937
195,724
196,1856
197,492
198,966
199,192
200,621
201,1089
202,1188
203,1699
204,940
205,338
206,1688
207,24
208,1130
209,834
210,1263
211,959
212,58
213,1752
214,1216
215,742
216,108
217,368
218,1646
219,1011
220,647
221,1631
222,463
223,1365
224,349
225,389
226,294
227,927
228,816
229,765
230,413
231,1481
232,968
233,1422
234,1634
235,506
236,442
237,1734
238,358
239,515
240,179
241,1535
242,1202
243,525
244,792
245,880
246,861
247,910
248,912
249,1619
250,523
251,448
252,1686
253,1773
254,1333
255,592
256,548
257,748
258,181
259,417
260,1550
261,77
262,891
263,388
264,810
265,524
266,141
267,441
268,1580
269,394
270,656
271,578
272,1547
273,1444
274,482
275,115
276,1182
277,1695
278,1633
279,1469
280,89
281,1782
282,1717
283,1063
284,1227
285,1168
286,233
287,1119
288,1745
289,15
290,1710
291,557
292,972
293,1340
294,571
295,286
296,963
297,725
298,299
299,579
300,1146
301,163
302,738
303,93
304,1655
305,1432
306,796
307,1466
308,1899
309,223
310,1762
311,81
312,594
313,932
314,450
315,311
316,1851
317,1907
318,34
319,1501
320,901
321,1621
322,1084
323,467
324,1872
325,1733
326,39
327,1027
328,1381
329,168
330,1451
331,1278
332,1321
333,973
334,1850
335,1860
336,493
337,1567
338,1603
339,1618
340,55
341,1819
342,1436
343,302
344,1682
345,924
346,909
347,1643
348,47
349,1845
350,1239
351,624
352,1890
353,1012
354,508
355,962
356,1610
357,1893
358,1212
359,387
360,1534
361,614
362,496
363,1294
364,369
365,812
366,1375
367,1587
368,1004
369,310
370,174
371,373
372,1374
373,1549
374,556
375,893
376,1284
377,740
378,1716
379,1003
380,457
381,1731
