,0
0,1688
1,925
2,502
3,449
4,934
5,635
6,845
7,1335
8,1573
9,1213
10,655
11,1189
12,1650
13,1261
14,1010
15,1568
16,17
17,1586
18,658
19,586
20,611
21,968
22,1444
23,46
24,880
25,1145
26,519
27,943
28,1477
29,641
30,1343
31,1029
32,394
33,205
34,1158
35,1800
36,806
37,1704
38,444
39,409
40,1349
41,23
42,1422
43,911
44,853
45,1307
46,1570
47,1552
48,1537
49,549
50,1021
51,487
52,161
53,179
54,1640
55,1789
56,766
57,1840
58,580
59,711
60,1902
61,354
62,1137
63,57
64,692
65,1758
66,676
67,1222
68,216
69,499
70,649
71,264
72,389
73,1191
74,1129
75,671
76,1560
77,1298
78,458
79,1395
80,1082
81,263
82,997
83,1385
84,1491
85,1862
86,1407
87,737
88,608
89,1694
90,1637
91,1254
92,1502
93,461
94,1795
95,164
96,1653
97,789
98,1763
99,913
100,529
101,1425
102,1826
103,976
104,1238
105,787
106,396
107,148
108,378
109,1639
110,1797
111,1122
112,1140
113,1726
114,790
115,863
116,1441
117,1169
118,144
119,1242
120,604
121,295
122,517
123,16
124,132
125,1681
126,1353
127,945
128,724
129,1527
130,982
131,448
132,759
133,548
134,95
135,218
136,1100
137,247
138,290
139,1047
140,1382
141,1721
142,234
143,203
144,1286
145,1221
146,1888
147,1885
148,1503
149,1087
150,1803
151,1515
152,650
153,89
154,514
155,1236
156,401
157,1035
158,1788
159,883
160,990
161,71
162,489
163,819
164,87
165,947
166,721
167,1306
168,1066
169,381
170,123
171,194
172,35
173,735
174,1842
175,571
176,1719
177,1083
178,1591
179,1435
180,96
181,1434
182,1830
183,107
184,691
185,761
186,278
187,798
188,758
189,1488
190,408
191,383
192,1469
193,1870
194,1155
195,1340
196,1873
197,832
198,249
199,1493
200,1391
201,452
202,1898
203,1861
204,732
205,1485
206,1098
207,1023
208,199
209,1635
210,268
211,1081
212,629
213,181
214,66
215,292
216,1143
217,84
218,1330
219,991
220,338
221,430
222,1804
223,1816
224,143
225,1263
226,1109
227,1467
228,1399
229,1013
230,340
231,1127
232,1076
233,1838
234,1053
235,1285
236,902
237,1679
238,1457
239,1524
240,1097
241,981
242,1209
243,32
244,651
245,291
246,319
247,1559
248,78
249,237
250,1449
251,1199
252,334
253,1453
254,1290
255,1427
256,515
257,424
258,432
259,370
260,840
261,1315
262,1267
263,643
264,910
265,948
266,694
267,1542
268,771
269,1768
270,1312
271,1346
272,1036
273,480
274,994
275,1126
276,1070
277,884
278,503
279,1607
280,1722
281,1574
282,927
283,1576
284,1090
285,1326
286,1337
287,526
288,1207
289,1745
290,1073
291,256
292,1377
293,1397
294,739
295,1361
296,77
297,916
298,1394
299,555
300,977
301,1423
302,881
303,675
304,928
305,1350
306,404
307,540
308,190
309,1069
310,828
311,405
312,1750
313,745
314,1629
315,704
316,1120
317,317
318,1744
319,644
320,1578
321,361
322,1318
323,539
324,781
325,1198
326,1787
327,1735
328,899
329,1136
330,878
331,505
332,454
333,600
334,474
335,241
336,603
337,202
338,1606
339,775
340,610
341,1615
342,1042
343,492
344,714
345,1367
346,1188
347,815
348,1728
349,1793
350,1506
351,1230
352,750
353,18
354,1581
355,1831
356,482
357,386
358,860
359,1065
360,380
361,1108
362,525
363,1608
364,1279
365,1910
366,836
367,1543
368,304
369,872
370,312
371,1200
372,1625
373,1839
374,54
375,1611
376,1033
377,522
378,130
379,233
380,1351
381,1821
382,1316
383,1045
384,700
385,628
386,1601
387,1040
388,652
389,818
390,1808
391,915
392,61
393,1602
394,1180
395,270
396,1332
397,1128
398,48
399,287
400,940
401,946
402,1856
403,41
404,1724
405,536
406,1256
407,114
408,1867
409,887
410,1151
411,1201
412,1535
413,804
414,728
415,1894
416,876
417,869
418,830
419,849
420,1483
421,931
422,1680
423,1058
424,942
425,60
426,1718
427,1130
428,648
429,1664
430,1344
431,415
432,1264
433,182
434,779
435,984
436,1783
437,1000
438,619
439,1400
440,315
441,1393
442,764
443,371
444,777
445,343
446,1063
447,509
448,1067
449,353
450,1057
451,349
452,622
453,1709
454,1668
455,809
456,889
457,1784
458,1314
459,345
460,490
461,1558
462,1796
463,1715
464,1538
465,578
466,1195
467,1546
468,1019
469,1832
470,800
471,1772
472,328
473,1250
474,995
475,1405
476,116
477,229
478,1548
479,1174
480,1562
481,1619
482,891
483,1317
484,1837
485,1257
486,1160
487,1782
488,1711
489,1149
490,504
491,1577
492,937
493,1514
494,1224
495,1794
496,207
497,922
498,1016
499,1333
500,959
501,368
502,1164
503,646
504,1665
