,0
0,1144
1,1206
2,1556
3,1580
4,1448
5,1289
6,1714
7,1512
8,1665
9,292
10,1269
11,115
12,348
13,1020
14,207
15,42
16,463
17,617
18,1582
19,1816
20,429
21,934
22,276
23,735
24,179
25,52
26,1183
27,1115
28,1281
29,1415
30,1366
31,1420
32,418
33,1585
34,787
35,606
36,1625
37,1831
38,1263
39,972
40,118
41,834
42,697
43,1474
44,517
45,37
46,1468
47,1911
48,779
49,888
50,1112
51,1260
52,1571
53,1695
54,1340
55,44
56,205
57,488
58,656
59,728
60,1230
61,1405
62,1891
63,1086
64,1569
65,531
66,983
67,468
68,782
69,242
70,1060
71,1465
72,786
73,1256
74,1782
75,170
76,657
77,308
78,1560
79,694
80,1111
81,1572
82,1124
83,417
84,1283
85,540
86,392
87,112
88,913
89,1120
90,1636
91,454
92,1506
93,247
94,1000
95,214
96,595
97,968
98,285
99,134
100,448
101,89
102,1224
103,1776
104,1015
105,40
106,853
107,750
108,1145
109,1624
110,430
111,1487
112,835
113,597
114,1570
115,580
116,940
117,1849
118,1122
119,1828
120,127
121,441
122,1062
123,1889
124,1758
125,297
126,1563
127,36
128,1473
129,1373
130,1741
131,1238
132,1522
133,237
134,33
135,1449
136,891
137,1036
138,1359
139,516
140,570
141,583
142,1908
143,1088
144,886
145,314
146,1044
147,763
148,1829
149,1764
150,907
151,1309
152,504
153,1706
154,1726
155,1129
156,600
157,1803
158,873
159,143
160,1568
161,817
162,1203
163,569
164,514
165,980
166,408
167,1322
168,220
169,404
170,995
171,1743
172,1182
173,510
174,309
175,692
176,1139
177,407
178,1393
179,1155
180,933
181,354
182,1438
183,1231
184,1837
185,1676
186,618
187,759
188,1668
189,1329
190,1234
191,955
192,984
193,181
194,1002
195,1026
196,706
197,402
198,1768
199,263
200,1870
201,1793
202,591
203,1079
204,178
205,748
206,1666
207,1699
208,1151
209,1052
210,635
211,1211
212,1245
213,615
214,1702
215,548
216,530
217,423
218,23
219,1362
220,641
221,1488
222,1125
223,1573
224,836
225,523
226,90
227,476
228,1404
229,1756
230,482
231,95
232,860
233,1710
234,1482
235,253
236,1043
237,92
238,1286
239,885
240,1189
241,1101
242,1680
243,1365
244,1692
245,646
246,19
247,1550
248,683
249,21
250,551
251,1842
252,715
253,572
254,914
255,937
256,611
257,565
258,1222
259,165
260,1240
261,547
262,1505
263,1653
264,1910
265,862
266,307
267,1395
268,160
269,879
270,1384
271,397
272,142
273,513
274,1833
275,1221
276,184
277,1596
278,332
279,1150
280,912
281,360
282,1840
283,1800
284,136
285,537
286,230
287,1108
288,1715
289,855
290,1376
291,1266
292,1383
293,1725
294,1380
295,1429
296,1770
297,849
298,711
299,396
300,1737
301,1367
302,785
303,884
304,1484
305,557
306,1875
307,978
308,509
309,519
310,349
311,878
312,1131
313,1198
314,751
315,680
316,1440
317,1285
318,675
319,1502
320,104
321,1434
322,1836
323,1288
324,555
325,1181
326,1527
327,1589
328,1788
329,424
330,446
331,1400
332,1641
333,443
334,1391
335,272
336,239
337,293
338,534
339,1903
340,1009
341,1356
342,1578
343,525
344,186
345,1290
346,290
347,366
348,241
349,1648
350,1649
351,1302
352,625
353,1598
354,316
355,490
356,1070
357,733
358,539
359,806
360,753
361,716
362,1358
363,491
364,442
365,857
366,16
367,1558
368,588
369,770
370,284
371,182
372,1806
373,756
374,1110
375,1608
376,1320
377,874
378,1675
379,1223
380,1520
381,1424
382,80
383,187
384,1660
385,1254
386,1459
387,1495
388,46
389,889
390,1225
391,1857
392,737
393,25
394,1467
395,576
396,1042
397,173
398,601
399,627
400,1048
401,123
402,1010
403,1268
404,498
405,744
406,811
407,291
408,819
409,1787
410,1228
411,499
412,1143
413,655
414,1242
415,1775
416,690
417,77
418,1264
419,721
420,1106
421,709
422,1915
423,943
424,368
425,344
426,1237
427,211
428,1723
429,775
430,578
431,815
432,1006
433,57
434,869
435,351
436,662
437,575
438,1194
439,177
440,1759
441,1244
442,832
443,621
444,478
445,1160
446,1259
447,84
448,364
449,883
450,1153
451,1588
452,444
453,388
454,979
455,356
456,1439
457,854
458,1895
459,788
460,573
461,1134
462,1591
463,649
464,840
465,808
466,1029
467,1167
468,1214
469,1822
470,26
471,877
472,920
473,71
474,691
475,465
476,1873
477,1163
478,1453
479,1749
480,275
481,1318
482,1349
483,1565
484,458
485,318
486,797
487,900
488,927
489,784
490,1076
491,1201
492,1236
493,626
494,337
495,1095
496,771
497,1299
498,1825
499,1766
500,502
501,139
502,1175
503,799
504,224
505,1846
506,542
507,1152
508,452
509,1039
510,793
511,301
512,1412
513,612
514,1317
515,1492
516,1471
517,1251
518,584
519,1460
520,420
521,1053
522,653
523,524
524,1843
525,544
526,1600
527,1057
528,130
529,270
530,1542
531,637
532,1252
533,1717
534,1500
535,427
536,650
537,245
538,172
539,719
540,801
541,954
542,82
543,969
544,911
545,437
546,1914
547,1345
548,1721
549,816
550,1757
551,546
552,161
553,1795
554,202
555,283
556,1247
557,789
558,153
559,783
560,1664
561,800
562,1771
563,863
564,1838
565,171
566,990
567,273
568,271
569,1807
570,942
571,1902
572,1091
573,503
574,1272
575,1856
576,18
577,249
578,872
579,199
580,890
581,1579
582,312
583,718
584,1210
585,1718
586,723
587,620
588,1577
589,876
590,1611
591,322
592,180
593,413
594,1590
595,861
596,647
597,512
598,415
599,1497
600,1524
601,610
602,926
603,328
604,1713
605,333
606,1519
607,1724
608,1545
609,1243
610,1426
611,1696
612,487
613,1622
614,474
615,1789
616,560
617,401
618,1606
619,1337
620,167
621,1480
622,1808
623,294
624,152
625,880
626,56
627,1470
628,910
629,1592
630,1354
631,286
632,1885
633,699
634,1022
635,1661
636,1447
637,1672
638,1422
639,1552
640,1802
641,1537
642,355
643,300
644,742
645,1437
646,981
647,658
648,831
649,994
650,992
651,1796
652,325
653,343
654,1518
655,1855
656,1085
657,269
658,1179
659,1469
660,977
661,603
662,1353
663,1887
664,157
665,1720
666,903
667,824
668,1670
669,1769
670,145
671,957
672,1348
673,1734
674,1773
675,1213
676,1688
677,605
678,1382
679,1456
680,330
681,1462
682,1
683,774
684,1119
685,1303
686,1626
687,156
688,790
689,915
690,41
691,1638
692,1195
693,169
694,1170
695,804
696,1077
697,945
698,1407
699,1279
700,1330
701,1463
702,367
703,989
704,209
705,108
706,126
707,500
708,1817
709,1186
710,590
711,648
712,240
713,1491
714,518
715,938
716,494
717,191
718,1750
719,608
720,1814
721,341
722,1539
723,571
724,1881
725,1847
726,1736
727,1863
728,1774
729,75
730,1548
731,828
732,522
733,672
734,970
735,1533
736,1188
737,847
738,681
739,1697
740,1510
741,1399
742,1830
743,1739
744,1651
745,1477
746,1547
747,777
748,1631
749,370
750,1433
751,1559
752,1516
753,1262
754,823
755,1738
756,317
757,813
758,320
759,11
760,820
761,432
762,12
763,1016
764,382
765,1270
766,1694
767,702
768,749
769,1709
770,140
771,1133
772,1729
773,1508
774,1258
775,1797
776,619
777,1099
778,428
779,1089
780,88
781,677
782,1312
783,761
784,352
785,1839
786,361
787,1113
788,449
789,892
790,1728
791,922
792,1634
793,1205
794,1041
795,1617
796,1117
797,792
