,0
0,1570
1,1527
2,889
3,856
4,430
5,1279
6,1571
7,1863
8,428
9,922
10,1065
11,291
12,1533
13,573
14,1578
15,850
16,606
17,1635
18,152
19,588
20,1653
21,1626
22,377
23,587
24,547
25,640
26,74
27,1192
28,719
29,270
30,789
31,1189
32,1601
33,911
34,1244
35,1383
36,1816
37,1211
38,644
39,658
40,1096
41,151
42,1470
43,1439
44,1047
45,1042
46,683
47,1649
48,1783
49,1548
50,1749
51,584
52,1361
53,375
54,777
55,583
56,1010
57,1485
58,956
59,691
60,1228
61,1898
62,562
63,474
64,355
65,107
66,76
67,1348
68,1207
69,505
70,304
71,605
72,247
73,1078
74,36
75,402
76,84
77,30
78,1524
79,3
80,1471
81,1903
82,1358
83,1262
84,1756
85,203
86,1483
87,751
88,444
89,275
90,1199
91,1842
92,835
93,348
94,142
95,483
96,197
97,204
98,674
99,537
100,1542
101,540
102,1865
103,970
104,642
105,140
106,876
107,1593
108,878
109,1175
110,1431
111,1176
112,804
113,51
114,480
115,132
116,269
117,289
118,1482
119,123
120,597
121,1768
122,1590
123,519
124,19
125,407
126,1463
127,1210
128,1102
129,619
130,1288
131,37
132,1703
133,775
134,1318
135,182
136,328
137,1807
138,819
139,1750
140,1889
141,1384
142,1198
143,888
144,1584
145,1015
146,364
147,529
148,759
149,679
150,1518
151,284
152,1129
153,1744
154,1285
155,1803
156,1523
157,1073
158,1366
159,45
160,295
161,576
162,1122
163,1546
164,1152
165,681
166,1625
167,95
168,292
169,1848
170,723
171,63
172,560
173,1870
174,308
175,1770
176,1209
177,1830
178,46
179,316
180,1505
181,1040
182,1272
183,378
184,1460
185,383
186,739
187,22
188,1043
189,1423
190,818
191,340
192,290
193,1647
194,35
195,1097
196,1875
197,680
198,325
199,1045
200,314
201,490
202,666
203,112
204,990
205,1692
206,755
207,401
208,1769
209,11
210,1083
211,1680
212,1538
213,844
214,1492
215,960
216,603
217,48
218,1251
219,1493
220,635
221,271
222,1640
223,793
224,1094
225,1420
226,1203
227,8
228,884
229,471
230,1069
231,569
232,546
233,938
234,1224
235,1230
236,653
237,360
238,190
239,544
240,177
241,1895
242,862
243,1131
244,1247
245,129
246,600
247,836
248,1163
249,68
250,71
251,535
252,1608
253,1840
254,981
255,12
256,166
257,617
258,1516
259,431
260,374
261,1195
262,1793
263,1005
264,943
265,1363
266,1573
267,1072
268,1387
269,551
270,711
271,1060
272,396
273,1440
274,1071
275,1108
276,1520
277,465
278,502
279,984
280,539
281,913
282,781
283,354
284,1082
285,1377
286,26
287,57
288,1839
289,1795
290,1741
291,1238
292,1732
293,961
294,602
295,825
296,287
297,1877
298,185
299,385
300,1604
301,447
302,1276
303,729
304,1323
305,814
306,564
307,1528
308,871
309,438
310,399
311,1007
312,1499
313,31
314,1871
315,713
316,1669
317,1479
318,684
319,208
320,43
321,1476
322,1403
323,1430
324,7
325,1419
326,1226
327,100
328,495
329,1325
330,951
331,323
332,1061
333,1652
334,701
335,1818
336,9
337,1708
338,1747
339,533
340,582
341,335
342,520
343,4
344,1564
345,581
346,1416
347,456
348,897
349,1132
350,1401
351,528
352,1614
353,1398
354,1054
355,598
356,985
357,1786
358,1147
359,659
360,1705
361,110
362,1074
363,99
364,376
365,939
366,1241
367,188
368,865
369,780
370,1410
371,999
372,1184
373,479
374,1507
375,379
376,553
377,953
378,5
379,678
380,219
381,993
